Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ABCA2,ATP-binding cassette sub-family A member 2,42579,105,2.37 [1.69-3.32],5.379564987918619e-07
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ACAN,Aggrecan core protein,50085,148,2.97 [1.78-4.96],3.23511067790978e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ACP6,Lysophosphatidic acid phosphatase type 6,50920,145,1.76 [1.37-2.26],9.490013693934386e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ACTA2,"Actin, aortic smooth muscle",49644,140,2.19 [1.84-2.61],1.5972675972219378e-18
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42741,111,2.50 [2.05-3.06],2.795938759068163e-19
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,50182,137,4.28 [2.89-6.34],4.780397544411604e-13
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,51125,146,5.00 [3.09-8.08],5.758888121462186e-11
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,50932,144,2.94 [2.03-4.25],1.0985534631090957e-08
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43820,114,5.55 [4.04-7.62],4.157259782752202e-26
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50334,142,3.63 [2.67-4.94],1.8550638942934067e-16
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,49644,140,1.67 [1.30-2.15],5.9124848801314586e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,42741,111,2.77 [2.06-3.74],2.139760651117552e-11
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADGRB3,Adhesion G protein-coupled receptor B3,50098,137,4.13 [2.80-6.09],9.231474753608989e-13
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADGRE2,Adhesion G protein-coupled receptor E2,50779,146,3.03 [1.92-4.79],2.023539040445382e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,ADGRE5,Adhesion G protein-coupled receptor E5,50938,146,2.46 [1.71-3.53],1.2281837118598408e-06
Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,AGER,Advanced glycosylation end product-specific receptor,50447,146,3.27 [2.44-4.39],2.8093838595423802e-15
