Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ACE2,Angiotensin-converting enzyme 2,38304,406,1.38 [1.19-1.61],2.3449516856327013e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ACVRL1,Serine/threonine-protein kinase receptor R3,38647,408,1.98 [1.45-2.70],1.714834781410245e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ADA2,Adenosine deaminase 2,38759,410,1.51 [1.24-1.83],3.079820140336735e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,33027,360,1.69 [1.37-2.10],1.2897981861591697e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,38842,402,1.55 [1.25-1.92],7.220011046269987e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,39101,406,0.64 [0.53-0.77],4.380188687218638e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ADM,Pro-adrenomedullin,39326,412,2.46 [1.76-3.43],1.3390055040547542e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,AGRN,Agrin,39144,414,1.80 [1.44-2.25],2.3169857709249826e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ANGPTL4,Angiopoietin-related protein 4,39082,413,1.51 [1.24-1.83],3.234802534998253e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ANXA10,Annexin A10,38093,400,1.63 [1.50-1.78],1.0026862764129122e-30
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ASGR1,Asialoglycoprotein receptor 1,38715,409,2.32 [1.79-3.02],2.7885749703360944e-10
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,B2M,Beta-2-microglobulin,34032,372,1.50 [1.24-1.81],2.2427959040740933e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BGLAP,Osteocalcin,33992,364,1.29 [1.15-1.45],1.4169159808954584e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BPIFB2,BPI fold-containing family B member 2,33937,368,1.38 [1.21-1.58],3.2449712147887044e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BSG,Basigin,39345,413,3.22 [2.14-4.84],2.125198264276325e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BST2,Bone marrow stromal antigen 2,39336,416,1.52 [1.32-1.75],4.5830737804224555e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BTN2A1,Butyrophilin subfamily 2 member A1,39144,414,1.99 [1.47-2.69],7.815397752555038e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,BTN3A2,Butyrophilin subfamily 3 member A2,38916,407,1.58 [1.29-1.95],1.52695477801039e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,C1QA,Complement C1q subcomponent subunit A,39211,412,3.67 [2.60-5.18],1.6113976852196737e-13
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CA6,Carbonic anhydrase 6,38881,408,0.65 [0.57-0.75],7.49270707776106e-10
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CA9,Carbonic anhydrase 9,39326,412,2.32 [2.00-2.69],4.8212241718418274e-29
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CBLIF,Cobalamin binding intrinsic factor,38904,413,2.43 [2.17-2.71],5.4637991960746295e-56
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CCL11,Eotaxin,39415,415,1.79 [1.42-2.26],9.611525961265118e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CCL20,C-C motif chemokine 20,39415,415,1.26 [1.16-1.36],3.6123321429200295e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CCL21,C-C motif chemokine 21,39144,414,1.44 [1.21-1.71],2.755200491639193e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD163,Scavenger receptor cysteine-rich type 1 protein M130,39147,418,1.58 [1.30-1.91],2.721108971974866e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD27,CD27 antigen,39101,406,1.67 [1.39-2.02],8.353117948419624e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD274,Programmed cell death 1 ligand 1,38715,409,1.68 [1.34-2.11],7.074524697310588e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD300A,CMRF35-like molecule 8,33254,365,2.29 [1.67-3.13],2.464340360043578e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD300C,CMRF35-like molecule 6,39336,416,2.18 [1.73-2.74],2.7970311434476827e-11
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD300E,CMRF35-like molecule 2,39199,412,1.70 [1.40-2.06],9.633791903654572e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD302,CD302 antigen,38842,402,2.27 [1.78-2.89],4.062045949850033e-11
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD4,T-cell surface glycoprotein CD4,38849,406,1.66 [1.33-2.09],1.1643032787887248e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD48,CD48 antigen,39082,413,1.78 [1.35-2.34],3.773101949423573e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD72,B-cell differentiation antigen CD72,33254,365,1.65 [1.34-2.04],3.504760421494664e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD74,HLA class II histocompatibility antigen gamma chain,39336,416,2.02 [1.60-2.54],2.9456367693192747e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD79B,B-cell antigen receptor complex-associated protein beta chain,39415,415,1.50 [1.27-1.78],2.536979473212139e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD80,T-lymphocyte activation antigen CD80,34002,369,1.75 [1.34-2.29],3.813778129418564e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CD83,CD83 antigen,38916,407,2.03 [1.61-2.56],1.6949754116251743e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CDCP1,CUB domain-containing protein 1,38715,409,1.50 [1.30-1.74],6.328430201920563e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CES2,Cocaine esterase,38842,402,0.66 [0.56-0.79],4.944877459793298e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CFC1,Cryptic protein,38093,399,1.46 [1.25-1.71],2.279786370395776e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CFH,Complement factor H,32046,359,2.87 [1.87-4.42],1.5070792452845105e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CGA,Glycoprotein hormones alpha chain,39006,410,1.89 [1.69-2.12],7.279921474765388e-28
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CHGA,Chromogranin-A,33992,364,2.97 [2.76-3.20],9.572275592082309e-181
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CHI3L1,Chitinase-3-like protein 1,38136,407,1.28 [1.15-1.41],1.6005144686155657e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CKAP4,Cytoskeleton-associated protein 4,39213,411,1.96 [1.51-2.55],4.605459097789053e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CLEC2L,C-type lectin domain family 2 member L,33057,362,1.41 [1.21-1.63],8.084183668179245e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CLMP,CXADR-like membrane protein,39326,412,2.18 [1.48-3.22],8.813127149596782e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,COL6A3,Collagen alpha-3(VI) chain,39473,422,1.66 [1.33-2.06],5.748615904111071e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,COLEC12,Collectin-12,38955,413,2.11 [1.55-2.85],1.602315208661414e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CRIM1,Cysteine-rich motor neuron 1 protein,39144,414,2.50 [1.67-3.75],8.574904093926348e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CRTAM,Cytotoxic and regulatory T-cell molecule,38715,409,1.50 [1.26-1.77],2.889700375384196e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CSF1,Macrophage colony-stimulating factor 1,39144,414,2.64 [1.96-3.54],1.0864810249882642e-10
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CST3,Cystatin-C,39086,417,1.85 [1.41-2.44],1.0249418202505508e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CSTB,Cystatin-B,38440,412,1.52 [1.25-1.84],2.0601238027423548e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CTSD,Cathepsin D,36475,386,1.81 [1.52-2.16],4.9247029755682257e-11
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CTSL,Cathepsin L1,38963,414,2.77 [1.99-3.85],1.5812553541577114e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CTSZ,Cathepsin Z,39020,417,1.80 [1.38-2.35],1.3569682506592009e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CXCL10,C-X-C motif chemokine 10,39144,414,1.28 [1.14-1.44],2.8432504385048208e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CXCL13,C-X-C motif chemokine 13,39336,416,1.30 [1.17-1.45],9.506211945121828e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,CXCL9,C-X-C motif chemokine 9,39144,414,1.38 [1.23-1.55],3.5534806433704174e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,DSC2,Desmocollin-2,38553,403,1.72 [1.35-2.19],1.04723954630181e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EDA2R,Tumor necrosis factor receptor superfamily member 27,39326,412,1.79 [1.47-2.19],1.2097485176636816e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EFNA4,Ephrin-A4,38647,408,1.94 [1.54-2.45],2.1259588709641825e-08
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EGFR,Epidermal growth factor receptor,39473,422,0.30 [0.18-0.50],6.297374096177648e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,39144,414,0.72 [0.61-0.84],5.707438673656139e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EPCAM,Epithelial cell adhesion molecule,38947,412,0.81 [0.74-0.89],1.1305134233515702e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EPHA2,Ephrin type-A receptor 2,37633,388,2.05 [1.61-2.60],3.844155886550626e-09
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EPHB4,Ephrin type-B receptor 4,39473,422,2.23 [1.65-3.02],1.9181728711918845e-07
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,EPO,Erythropoietin,38916,407,1.43 [1.31-1.56],1.184137532298892e-15
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,F9,Coagulation factor IX,39081,416,2.77 [1.72-4.46],3.019883174796541e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FABP4,"Fatty acid-binding protein, adipocyte",39473,422,1.45 [1.24-1.70],4.437432074966266e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FAM20A,Pseudokinase FAM20A,34002,369,2.17 [1.59-2.98],1.34280666121718e-06
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FCER2,Low affinity immunoglobulin epsilon Fc receptor,39006,410,1.34 [1.16-1.54],5.522279350573006e-05
Chapter XI Diseases of the digestive system,Ulcer of oesophagus,FGF21,Fibroblast growth factor 21,39268,412,1.17 [1.09-1.26],1.0145382860502438e-05
