Pro_code,ImportanceScore
ACVRL1,0.0609595959595959
ACRV1,0.0611515151515151
ACTA2,0.0538686868686868
ACP6,0.0393131313131313
ABCA2,0.0471414141414141
ACTN4,0.0339797979797979
ACE,0.0376868686868686
ACE2,0.0433535353535353
ACOX1,0.0339494949494949
ACAN,0.0378989898989899
ACTN2,0.0329494949494949
ACAA1,0.0335353535353535
ACY1,0.0333434343434343
A1BG,0.0338484848484848
ACSL1,0.0328989898989899
ACP5,0.0438989898989898
ACHE,0.023070707070707
ACY3,0.0248686868686868
AARSD1,0.0265151515151515
ACYP1,0.0321313131313131
ABL1,0.0224444444444444
AAMDC,0.0263131313131313
ACRBP,0.0246666666666666
ABO,0.0221919191919191
ACOT13,0.0257272727272727
ABHD14B,0.0209696969696969
ACADM,0.0277878787878787
ACP1,0.021080808080808
ACADSB,0.0237070707070707
ABRAXAS2,0.0187474747474747
