Pro_code,ImportanceScore
ACAN,0.0546868686868686
ACTN4,0.042050505050505
ACHE,0.0491919191919191
ACAA1,0.0393535353535353
ACVRL1,0.0413636363636363
ACTA2,0.0434040404040403
ACE2,0.0522525252525252
AARSD1,0.0481414141414141
ACP5,0.0386868686868686
ACP6,0.0347979797979797
ACOX1,0.035030303030303
ACRV1,0.0395050505050504
ABO,0.0317676767676767
ACE,0.0353434343434343
ABL1,0.0347575757575757
ACADM,0.0291313131313131
ABHD14B,0.0355252525252525
ACY1,0.0283838383838383
AAMDC,0.0259292929292929
ACY3,0.0315050505050505
A1BG,0.0226767676767676
ACTN2,0.0227575757575757
ACP1,0.0257474747474747
ABCA2,0.0244141414141414
ACYP1,0.0251616161616161
ABRAXAS2,0.0325353535353535
ACSL1,0.0216262626262626
ACADSB,0.0181010101010101
ACRBP,0.0181515151515151
ACOT13,0.018020202020202
