Pro_code,ImportanceScore
ACE2,0.0633737373737373
ACVRL1,0.0635858585858585
ACTN2,0.0452424242424242
ABL1,0.0467878787878787
AARSD1,0.0404949494949494
ACHE,0.0471010101010101
ACADM,0.0363434343434343
ACAN,0.0358989898989898
ABHD14B,0.0338181818181818
ACP1,0.0332323232323232
ACP6,0.0374949494949494
ACTN4,0.0326464646464646
ACAA1,0.0311515151515151
ACSL1,0.0285555555555555
ACTA2,0.0363333333333333
ABO,0.0314242424242424
ACRV1,0.0311818181818181
ACP5,0.0306767676767676
ACOX1,0.0282222222222222
ACE,0.024070707070707
ACY3,0.0373434343434343
A1BG,0.0278686868686868
AAMDC,0.0247070707070707
ACADSB,0.0243232323232323
ABCA2,0.0248787878787878
ACY1,0.0244343434343434
ACYP1,0.0273535353535353
ABRAXAS2,0.0187171717171717
ACRBP,0.0175757575757575
ACOT13,0.0151616161616161
