Pro_code,ImportanceScore
ACY1,0.041060606060606
ABO,0.0561414141414141
ACAN,0.045020202020202
ACE2,0.0362222222222222
ACY3,0.0356363636363636
ACTA2,0.0353535353535353
ACRV1,0.0394242424242424
ACP6,0.0342626262626262
ACP1,0.037040404040404
ACVRL1,0.0393636363636363
ACRBP,0.0404242424242424
ACTN4,0.0323434343434343
AAMDC,0.0312525252525252
ABHD14B,0.0316161616161616
ACSL1,0.0289494949494949
ACAA1,0.0316767676767676
ACADSB,0.0284040404040404
ACOT13,0.0291919191919191
AARSD1,0.0275454545454545
ACHE,0.0334040404040404
ABCA2,0.0299191919191919
ACOX1,0.0322727272727272
ACYP1,0.0284343434343434
ABL1,0.0326969696969697
ABRAXAS2,0.0289191919191919
ACADM,0.0251515151515151
ACTN2,0.0358787878787878
ACE,0.02
A1BG,0.0266868686868686
ACP5,0.0257070707070707
