Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ICOSLG,ICOS ligand,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",13694,294,2.88 [1.69-4.91],0.0001023804752508
ICOSLG,ICOS ligand,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25948,819,1.63 [1.18-2.27],0.003437776099548
ICOSLG,ICOS ligand,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,26382,116,3.23 [1.38-7.55],0.0067091097253634
ICOSLG,ICOS ligand,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",27763,226,0.32 [0.17-0.59],0.0002414360205715
ICOSLG,ICOS ligand,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",27833,161,0.24 [0.12-0.49],8.465145394427299e-05
ICOSLG,ICOS ligand,Chapter V Mental and behavioural disorders,Alcohol dependence,26228,97,0.18 [0.07-0.46],0.0003029526797813
ICOSLG,ICOS ligand,Chapter VI Diseases of the nervous system,Other sleep disorders,26533,174,0.36 [0.18-0.73],0.0042815365051697
ICOSLG,ICOS ligand,Chapter VI Diseases of the nervous system,Sleep apnoea,27585,136,0.35 [0.16-0.76],0.0083227612437033
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26685,567,0.53 [0.36-0.79],0.0016746439680014
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",26278,160,0.38 [0.18-0.77],0.0079547135726607
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26529,421,0.40 [0.25-0.62],6.083059710516415e-05
ICOSLG,ICOS ligand,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,25568,63,0.19 [0.06-0.60],0.0044203928528002
ICOSLG,ICOS ligand,Chapter XI Diseases of the digestive system,Diseases of liver,27463,125,3.24 [1.44-7.29],0.0044575753047849
ICOSLG,ICOS ligand,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,24718,69,4.20 [1.42-12.48],0.0097138623519891
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,26658,213,4.79 [2.60-8.82],4.781539623316447e-07
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Acute renal failure,26806,44,6.35 [1.76-22.96],0.0048023889122269
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,26817,55,7.05 [2.19-22.71],0.0010567244003741
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,26672,887,1.52 [1.11-2.08],0.009602053690352
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,26410,625,1.71 [1.18-2.48],0.0049954630902963
ICOSLG,ICOS ligand,Chapter XIV Diseases of the genitourinary system,Disorders of breast,15413,251,2.47 [1.39-4.40],0.0020292380936476
