Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
LGALS4,Galectin-4,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,19,0.80 [0.70-0.91],0.0009291242744243
LGALS4,Galectin-4,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,19,0.62 [0.39-0.99],0.0431162820910605
LGALS4,Galectin-4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,19,0.93 [0.87-0.98],0.0093434007425317
LGALS4,Galectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,19,0.90 [0.85-0.95],0.0001580330456992
LGALS4,Galectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,19,0.91 [0.84-0.98],0.0104505428786769
LGALS4,Galectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,19,0.92 [0.88-0.96],8.30720401887156e-05
LGALS4,Galectin-4,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,19,0.94 [0.90-0.97],0.0006693187288455
LGALS4,Galectin-4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,Inverse variance weighted,19,0.95 [0.90-1.00],0.049920314541219
LGALS4,Galectin-4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,19,0.96 [0.92-1.00],0.0356804557718508
LGALS4,Galectin-4,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,19,0.95 [0.90-0.99],0.0202848155620884
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Cholelithiasis,Inverse variance weighted,19,0.91 [0.83-0.99],0.0299789681293975
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,19,0.92 [0.86-0.97],0.0032157448157907
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,Inverse variance weighted,19,1.13 [1.03-1.25],0.0142324033535335
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Gastric ulcer,Inverse variance weighted,19,1.11 [1.01-1.22],0.0323765893242285
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Intestinal malabsorption,Inverse variance weighted,19,0.79 [0.65-0.96],0.0204317419832169
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,Inverse variance weighted,19,0.88 [0.82-0.95],0.0012271463289064
LGALS4,Galectin-4,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,19,0.89 [0.82-0.96],0.0020025455966527
LGALS4,Galectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,19,0.91 [0.84-0.99],0.0241842731492224
LGALS4,Galectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,19,0.91 [0.86-0.97],0.0021105662197222
LGALS4,Galectin-4,Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,Inverse variance weighted,19,0.90 [0.84-0.97],0.0043780099549591
LGALS4,Galectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,Inverse variance weighted,19,0.97 [0.95-1.00],0.0243893492156565
LGALS4,Galectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",Inverse variance weighted,19,0.96 [0.93-0.98],0.0013346563287838
LGALS4,Galectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,Inverse variance weighted,19,0.96 [0.92-1.00],0.0397176505777088
LGALS4,Galectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,Inverse variance weighted,19,0.96 [0.93-0.99],0.0083125493018079
LGALS4,Galectin-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",Inverse variance weighted,19,0.92 [0.88-0.97],0.0006596752529341
