Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GFRA1,GDNF family receptor alpha-1,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,10,0.53 [0.30-0.96],0.0349642452857056
GFRA1,GDNF family receptor alpha-1,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,10,1.12 [1.01-1.24],0.0356760470384587
GFRA1,GDNF family receptor alpha-1,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,10,1.11 [1.02-1.21],0.021162837047222
GFRA1,GDNF family receptor alpha-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,10,1.06 [1.01-1.13],0.0303228492698103
GFRA1,GDNF family receptor alpha-1,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,10,1.06 [1.01-1.11],0.0172777995066637
GFRA1,GDNF family receptor alpha-1,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",Inverse variance weighted,10,1.06 [1.00-1.12],0.0403730991363198
GFRA1,GDNF family receptor alpha-1,Chapter VI Diseases of the nervous system,Other neurological diseases,Inverse variance weighted,10,1.14 [1.07-1.22],6.37383498408193e-05
GFRA1,GDNF family receptor alpha-1,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,10,1.14 [1.06-1.23],0.0003625612875041
GFRA1,GDNF family receptor alpha-1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,10,1.05 [1.00-1.10],0.0397786916799364
GFRA1,GDNF family receptor alpha-1,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,10,1.10 [1.03-1.17],0.0026260077983404
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,Inverse variance weighted,10,1.11 [1.05-1.18],0.0004643101287759
GFRA1,GDNF family receptor alpha-1,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,10,1.05 [1.01-1.10],0.0256737443048455
GFRA1,GDNF family receptor alpha-1,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,Inverse variance weighted,10,1.35 [1.09-1.65],0.0048268296050466
GFRA1,GDNF family receptor alpha-1,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,Inverse variance weighted,10,1.08 [1.01-1.15],0.0158843171939967
GFRA1,GDNF family receptor alpha-1,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,10,1.04 [1.01-1.08],0.0228340750601954
GFRA1,GDNF family receptor alpha-1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,10,1.09 [1.02-1.17],0.0121410278936293
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,Inverse variance weighted,10,1.05 [1.01-1.10],0.0130753701612844
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",Inverse variance weighted,10,1.07 [1.02-1.13],0.0070817391030619
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,Inverse variance weighted,10,1.06 [1.00-1.12],0.0474449197040428
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,Inverse variance weighted,10,1.14 [1.02-1.27],0.023454816881294
GFRA1,GDNF family receptor alpha-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,Inverse variance weighted,10,1.05 [1.01-1.09],0.0109279772683822
GFRA1,GDNF family receptor alpha-1,Chapter XIV Diseases of the genitourinary system,Urethral stricture,Inverse variance weighted,10,1.32 [1.04-1.67],0.0209879814955774
