Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ABL1,Tyrosine-protein kinase ABL1,44003,204,1.27 [1.07-1.51],0.005205577020943
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACE2,Angiotensin-converting enzyme 2,43366,203,1.36 [1.09-1.69],0.0063207797354198
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARG1,Arginase-1,43941,203,0.71 [0.56-0.89],0.0034047335539249
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARHGEF12,Rho guanine nucleotide exchange factor 12,44124,204,1.19 [1.05-1.34],0.0058358791652981
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,37124,172,1.32 [1.09-1.61],0.0053321036486617
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ATXN2L,Ataxin-2-like protein,38326,175,1.52 [1.22-1.89],0.000177495548271
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AXIN1,Axin-1,44124,204,1.24 [1.09-1.42],0.0011927288266927
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AZI2,5-azacytidine-induced protein 2,38326,175,1.38 [1.09-1.75],0.0073674137213608
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BCR,Breakpoint cluster region protein,44124,204,1.21 [1.05-1.38],0.0066486320117825
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,38307,176,1.57 [1.14-2.15],0.0053478492262523
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,C2orf69,UPF0565 protein C2orf69,37339,170,1.35 [1.13-1.62],0.000911148437662
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,C9orf40,Uncharacterized protein C9orf40,38231,173,0.76 [0.63-0.91],0.0029629216268629
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CA1,Carbonic anhydrase 1,43200,201,0.73 [0.60-0.90],0.003014790881323
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CA4,Carbonic anhydrase 4,44730,206,2.09 [1.27-3.44],0.0035109544959704
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,44429,207,1.18 [1.04-1.32],0.0077297363794255
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CAT,Catalase,37846,170,0.67 [0.50-0.89],0.0061008245416625
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CD40,Tumor necrosis factor receptor superfamily member 5,44172,204,1.43 [1.14-1.80],0.0020627657963708
