Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",ADAMTSL4,ADAMTS-like protein 4,9298,19,3.80 [1.42-10.16],0.0077704793532911
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",ARFIP1,Arfaptin-1,9549,22,2.05 [1.21-3.46],0.0073299776292526
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",BCL2,Apoptosis regulator Bcl-2,9537,22,1.78 [1.18-2.69],0.0057110571862309
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",BOLA2_BOLA2B,BolA-like protein 2,9298,19,2.94 [1.30-6.65],0.0096711850229707
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",BRSK2,Serine/threonine-protein kinase BRSK2,9549,22,2.68 [1.31-5.48],0.0067731907030345
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",CA14,Carbonic anhydrase 14,11112,28,0.27 [0.11-0.65],0.0036404111774012
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,11016,27,0.36 [0.17-0.77],0.0086948720859994
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",CES3,Carboxylesterase 3,10964,28,0.42 [0.23-0.78],0.0062429554152004
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",CYB5A,Cytochrome b5,9230,19,1.58 [1.12-2.23],0.0093851696289205
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",DBH,Dopamine beta-hydroxylase,9559,22,0.70 [0.55-0.88],0.0030361159339515
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",DMP1,Dentin matrix acidic phosphoprotein 1,9298,19,3.04 [1.41-6.57],0.0046941662479229
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",DNAJC6,Putative tyrosine-protein phosphatase auxilin,9298,19,2.00 [1.24-3.24],0.0045466926535448
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",DNM3,Dynamin-3,9549,22,2.18 [1.28-3.69],0.0039693640795007
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",FABP6,Gastrotropin,10796,26,1.87 [1.17-3.01],0.0092234076555021
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",FAM172A,Cotranscriptional regulator FAM172A,9298,19,2.64 [1.38-5.04],0.0032129331030697
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,9298,19,2.82 [1.50-5.31],0.0012478623900401
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",GBP2,Guanylate-binding protein 2,10831,27,1.67 [1.15-2.42],0.007047570820893
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",HS1BP3,HCLS1-binding protein 3,9298,19,1.87 [1.18-2.97],0.0082087532854869
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",HTR1A,5-hydroxytryptamine receptor 1A,9253,22,1.64 [1.24-2.18],0.0005953563584793
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",LONP1,"Lon protease homolog, mitochondrial",9298,19,1.80 [1.15-2.80],0.009669650268588
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MAGED1,Melanoma-associated antigen D1,10741,27,2.04 [1.22-3.44],0.0070361730231951
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MECR,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",9298,19,1.77 [1.15-2.73],0.0093721265495416
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",9549,22,1.65 [1.17-2.34],0.0044186685147785
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MSMB,Beta-microseminoprotein,10989,27,0.45 [0.28-0.72],0.0009232461872472
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MTDH,Protein LYRIC,9288,20,1.82 [1.17-2.83],0.0080560085566469
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MYOM1,Myomesin-1,9253,22,1.73 [1.15-2.59],0.0083018150448775
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",9298,19,2.11 [1.22-3.67],0.0079023703498364
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",PHLDB2,Pleckstrin homology-like domain family B member 2,9230,19,1.51 [1.13-2.02],0.0049759074729411
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",PPP1R14D,Protein phosphatase 1 regulatory subunit 14D,9549,22,2.43 [1.28-4.63],0.0067616117127391
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",PRKG1,cGMP-dependent protein kinase 1,9354,21,1.65 [1.18-2.31],0.0035152905749303
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",RLN2,Prorelaxin H2,9338,21,0.24 [0.10-0.55],0.0007972596179357
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",SAG,S-arrestin,9253,22,2.05 [1.34-3.12],0.000881121009078
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",SELENOP,Selenoprotein P,9580,22,6.05 [2.54-14.42],4.940644621903215e-05
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",SERPINH1,Serpin H1,9417,21,1.56 [1.13-2.15],0.0072705001539151
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",STXBP1,Syntaxin-binding protein 1,9549,22,2.81 [1.56-5.06],0.0005532576572879
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",TAGLN3,Transgelin-3,9230,19,0.51 [0.31-0.84],0.0085120061134948
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",TMPRSS11B,Transmembrane protease serine 11B,9253,22,1.60 [1.18-2.17],0.0022279931519046
