Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ACAN,Aggrecan core protein,26427,527,1.46 [1.12-1.90],0.0053194754394721
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ACE2,Angiotensin-converting enzyme 2,26182,521,1.26 [1.10-1.44],0.0006466921953697
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ACP5,Tartrate-resistant acid phosphatase type 5,26759,533,1.41 [1.13-1.75],0.002225611932117
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ACY1,Aminoacylase-1,26663,534,1.19 [1.06-1.33],0.0026404872255846
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22492,443,1.38 [1.14-1.66],0.0008083128311779
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26471,529,0.72 [0.58-0.90],0.0043424455783885
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ADAMTSL2,ADAMTS-like protein 2,23134,453,1.76 [1.37-2.26],1.1541737107863016e-05
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ADGRD1,Adhesion G-protein coupled receptor D1,22624,440,1.59 [1.30-1.94],6.511298694531613e-06
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AGR2,Anterior gradient protein 2 homolog,25809,511,1.16 [1.07-1.26],0.0001939614993665
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AHNAK2,Protein AHNAK2,22499,440,1.59 [1.19-2.11],0.0014714667335202
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AIF1L,Allograft inflammatory factor 1-like,22499,440,1.20 [1.05-1.38],0.0086044679503101
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AKR1B10,Aldo-keto reductase family 1 member B10,22492,441,1.32 [1.17-1.50],1.2417769811310065e-05
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AKR7L,Aflatoxin B1 aldehyde reductase member 4,22492,443,1.17 [1.04-1.31],0.0095555543863098
Chapter VI Diseases of the nervous system,Falls/tendency to fall,AKT2,RAC-beta serine/threonine-protein kinase,23111,453,0.91 [0.85-0.98],0.0082458811600931
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ANGPT1,Angiopoietin-1,26569,528,0.87 [0.80-0.95],0.0027139327282691
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ANPEP,Aminopeptidase N,26697,533,1.52 [1.17-1.96],0.0015357486715186
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ANXA10,Annexin A10,26023,518,1.17 [1.07-1.29],0.0009359620082433
Chapter VI Diseases of the nervous system,Falls/tendency to fall,APP,Amyloid-beta precursor protein,26602,525,0.85 [0.75-0.96],0.0065081158007658
Chapter VI Diseases of the nervous system,Falls/tendency to fall,APPL2,DCC-interacting protein 13-beta,22624,440,0.89 [0.82-0.97],0.0051240827964912
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ARHGAP25,Rho GTPase-activating protein 25,26004,513,0.80 [0.70-0.92],0.0021833928291442
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ARHGEF1,Rho guanine nucleotide exchange factor 1,23081,451,0.87 [0.79-0.96],0.0064772662868684
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ART3,Ecto-ADP-ribosyltransferase 3,26744,533,0.73 [0.59-0.90],0.0030493438808926
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ASGR1,Asialoglycoprotein receptor 1,26471,529,1.44 [1.12-1.86],0.0047257586084663
