Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ACP5,Tartrate-resistant acid phosphatase type 5,15737,173,0.53 [0.35-0.80],0.0024133324629575
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,15567,169,0.58 [0.39-0.86],0.0074811465349209
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ADGRD1,Adhesion G-protein coupled receptor D1,13316,144,0.50 [0.31-0.80],0.0043048307034548
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ADGRV1,Adhesion G-protein coupled receptor V1,13199,145,1.28 [1.06-1.55],0.0095425212076037
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ADM,Pro-adrenomedullin,15818,172,0.46 [0.29-0.73],0.0008029890375543
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ANPEP,Aminopeptidase N,15676,170,0.41 [0.24-0.70],0.0010765268851554
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",ART3,Ecto-ADP-ribosyltransferase 3,15710,170,0.50 [0.33-0.78],0.0019414533490269
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",CD207,C-type lectin domain family 4 member K,15371,169,0.57 [0.39-0.83],0.0029822776279751
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",CD300E,CMRF35-like molecule 2,15766,172,0.60 [0.41-0.87],0.0077016193799785
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",CD302,CD302 antigen,15610,171,0.47 [0.29-0.79],0.0037883884538495
"Chapter XV Pregnancy, childbirth and the puerperium","Postpartum hemorraghe, all women as controls",CD55,Complement decay-accelerating factor,15099,166,0.45 [0.24-0.81],0.0084660511502583
