Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",A1BG,Alpha-1B-glycoprotein,24558,51,0.13 [0.04-0.49],0.0024627232046188
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACE2,Angiotensin-converting enzyme 2,27717,59,2.31 [1.75-3.06],3.7342078428887694e-09
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACRV1,Acrosomal protein SP-10,23820,50,1.72 [1.45-2.04],2.9852592657072023e-10
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACVRL1,Serine/threonine-protein kinase receptor R3,27978,59,2.84 [1.29-6.24],0.0094831994610325
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACY1,Aminoacylase-1,28218,60,1.84 [1.37-2.46],4.581640742211682e-05
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23739,51,2.28 [1.58-3.28],1.0830906438362882e-05
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ADGRG2,Adhesion G-protein coupled receptor G2,28218,60,0.21 [0.11-0.39],8.652075179128126e-07
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27717,59,1.68 [1.31-2.14],3.498987081294794e-05
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ADIPOQ,Adiponectin,24558,51,0.31 [0.22-0.44],1.2635938687110356e-11
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",AGRN,Agrin,28348,60,2.61 [1.60-4.26],0.0001243782260444
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",AGXT,Serine--pyruvate aminotransferase,28218,60,1.53 [1.20-1.97],0.0007506433888124
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",AMBP,Protein AMBP,28436,60,5.34 [1.85-15.37],0.0019145039238079
