Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,MYH9,Myosin-9,Inverse variance weighted,3,0.74 [0.62-0.89],0.0017270074986959
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,PDCD5,Programmed cell death protein 5,Inverse variance weighted,14,0.93 [0.89-0.97],0.0015628583264052
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,F12,Coagulation factor XII,Inverse variance weighted,52,1.03 [1.01-1.05],0.0036993233392401
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,GRN,Progranulin,Inverse variance weighted,46,1.12 [1.07-1.17],3.5581252948768e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,LGALS4,Galectin-4,Inverse variance weighted,19,0.92 [0.88-0.96],8.30720401887156e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,SLMAP,Sarcolemmal membrane-associated protein,Wald ratio,1,0.64 [0.46-0.90],0.009175957886492
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,CPB2,Carboxypeptidase B2,Inverse variance weighted,31,1.05 [1.01-1.08],0.0088220592200831
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,CPE,Carboxypeptidase E,Inverse variance weighted,16,0.89 [0.83-0.94],0.000154361660287
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.96 [0.93-0.99],0.0042741994211487
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.53 [1.32-1.78],2.60474682532344e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,Inverse variance weighted,24,1.11 [1.06-1.16],6.90969601202173e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,F2,Prothrombin,Inverse variance weighted,25,1.09 [1.04-1.14],0.0005699437006209
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,PLA2G7,Platelet-activating factor acetylhydrolase,Inverse variance weighted,21,1.85 [1.35-2.53],0.0001318759424074
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,LPA,Apolipoprotein(a),Inverse variance weighted,46,1.10 [1.07-1.13],1.34719269460195e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Inverse variance weighted,7,0.79 [0.68-0.91],0.0015094586189544
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,KITLG,Kit ligand,Inverse variance weighted,31,1.13 [1.04-1.23],0.0031852284946636
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.21 [1.06-1.37],0.0033938525744657
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,SNAP25,Synaptosomal-associated protein 25,Inverse variance weighted,15,1.23 [1.11-1.36],0.0001043095872241
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,Inverse variance weighted,25,1.06 [1.02-1.10],0.0024210955526692
