Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",IL6,Interleukin-6,Inverse variance weighted,6,0.79 [0.71-0.88],9.14065425543528e-06
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",SHISA5,Protein shisa-5,Inverse variance weighted,16,1.29 [1.11-1.50],0.0007496670318302
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",FURIN,Furin,Inverse variance weighted,6,1.25 [1.07-1.47],0.0059401667917984
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,0.61 [0.44-0.83],0.0020423827034675
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",VWC2,Brorin,Inverse variance weighted,35,1.10 [1.05-1.16],0.0001884668219626
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,6,1.50 [1.17-1.93],0.0015814930379316
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.87 [0.80-0.94],0.0007334185771098
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.32 [1.09-1.60],0.0051044812834297
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.24 [1.07-1.43],0.0033325642508321
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.92 [0.88-0.96],0.0002253421377448
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",ANG,Angiogenin,Inverse variance weighted,25,1.07 [1.02-1.12],0.0040840653724352
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,21,1.13 [1.05-1.21],0.0017693200314217
Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",CTSL,Cathepsin L1,Inverse variance weighted,29,1.11 [1.03-1.20],0.0093889045927541
