Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,INSL5,Insulin-like peptide INSL5,Inverse variance weighted,11,0.88 [0.82-0.94],0.0002542243890196
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,MDK,Midkine,Inverse variance weighted,19,1.17 [1.06-1.28],0.0017043600091107
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,IFNLR1,Interferon lambda receptor 1,Inverse variance weighted,9,1.07 [1.02-1.12],0.0059879504741431
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,MCFD2,Multiple coagulation factor deficiency protein 2,Inverse variance weighted,4,0.83 [0.73-0.94],0.0023270563010647
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,1.05 [1.01-1.10],0.0072219030483781
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,MME,Neprilysin,Inverse variance weighted,49,1.05 [1.01-1.09],0.0099874334201908
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.60 [0.44-0.81],0.0007039495740799
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.91 [0.85-0.98],0.0083030437201453
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.51 [1.16-1.97],0.0023288590969886
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.24 [1.08-1.42],0.001866985193549
