Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.97 [0.95-0.99],0.0078481062400381
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,RNASE10,Inactive ribonuclease-like protein 10,Inverse variance weighted,27,1.03 [1.01-1.05],0.0021645276356847
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,1.08 [1.02-1.14],0.0045751224901717
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,1.04 [1.01-1.06],0.0084259770550204
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,11,1.13 [1.05-1.21],0.0004880893626446
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,42,1.05 [1.01-1.09],0.0061460836163889
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Inverse variance weighted,42,0.96 [0.94-0.99],0.008251154665476
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CST3,Cystatin-C,Inverse variance weighted,13,1.06 [1.01-1.11],0.0099796223352725
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,TYRO3,Tyrosine-protein kinase receptor TYRO3,Inverse variance weighted,61,1.04 [1.02-1.06],0.0010617438847485
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.03 [1.01-1.05],0.009734936269013
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,FBP1,"Fructose-1,6-bisphosphatase 1",Inverse variance weighted,11,0.94 [0.89-0.98],0.0063881448397524
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,IL36G,Interleukin-36 gamma,Inverse variance weighted,3,0.70 [0.59-0.83],3.24844008693261e-05
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CX3CL1,Fractalkine,Inverse variance weighted,23,1.09 [1.03-1.15],0.0031903842373951
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,1.23 [1.09-1.38],0.0004689535102769
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,OLR1,Oxidized low-density lipoprotein receptor 1,Inverse variance weighted,19,0.90 [0.84-0.96],0.0013240629272564
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,0.94 [0.91-0.97],0.0001742403742502
Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,USP28,Ubiquitin carboxyl-terminal hydrolase 28,Inverse variance weighted,2,0.80 [0.67-0.94],0.0086828676372456
