Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,ACVRL1,Serine/threonine-protein kinase receptor R3,23463,421,2.71 [2.06-3.57],1.2392373526339353e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,ADM,Pro-adrenomedullin,23919,427,3.14 [2.27-4.35],5.9973038245234055e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,AREG,Amphiregulin,23598,425,2.27 [1.92-2.69],7.459965344381769e-22
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,B2M,Beta-2-microglobulin,20569,339,1.68 [1.45-1.94],1.2719803139384586e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,BST2,Bone marrow stromal antigen 2,23926,429,1.56 [1.37-1.78],5.2325092298691487e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,C7,Complement component C7,20074,333,2.78 [2.04-3.80],1.0774015952332174e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CCDC80,Coiled-coil domain-containing protein 80,23713,428,2.08 [1.69-2.57],5.2031568213164585e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD14,Monocyte differentiation antigen CD14,23273,416,2.08 [1.72-2.53],1.1342354468623058e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD27,CD27 antigen,23775,421,1.76 [1.48-2.10],4.06134218342907e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD300E,CMRF35-like molecule 2,23855,427,2.03 [1.70-2.43],8.653389328103624e-15
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD4,T-cell surface glycoprotein CD4,23647,423,1.92 [1.57-2.36],4.1386673083157454e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD59,CD59 glycoprotein,22884,415,2.54 [1.91-3.38],1.3235626784734634e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD74,HLA class II histocompatibility antigen gamma chain,23926,429,2.06 [1.65-2.58],2.6033282593593185e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD79B,B-cell antigen receptor complex-associated protein beta chain,23989,430,1.77 [1.52-2.06],1.1385294116268658e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CD80,T-lymphocyte activation antigen CD80,20545,336,2.46 [1.91-3.16],1.9734933765723195e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CDCP1,CUB domain-containing protein 1,23506,422,1.65 [1.45-1.88],7.125910858282264e-14
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,20554,337,1.66 [1.45-1.89],1.4477037387356692e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CHI3L1,Chitinase-3-like protein 1,23218,413,1.36 [1.24-1.49],2.0253131805569268e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CHRDL1,Chordin-like protein 1,23763,426,2.38 [1.86-3.05],6.007093753718838e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CKAP4,Cytoskeleton-associated protein 4,23872,429,2.03 [1.63-2.54],3.7916347786074416e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CKB,Creatine kinase B-type,20554,337,1.87 [1.57-2.23],1.5293312163746984e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CLEC4D,C-type lectin domain family 4 member D,23685,424,1.51 [1.33-1.72],2.5102085176848603e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CLEC5A,C-type lectin domain family 5 member A,23634,428,2.24 [1.74-2.89],4.240501982067377e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,COL18A1,Collagen alpha-1(XVIII) chain,23816,431,3.45 [2.46-4.82],4.991591296992767e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,COL6A3,Collagen alpha-3(VI) chain,24011,433,2.20 [1.81-2.66],1.2233424188429626e-15
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,COLEC12,Collectin-12,23680,426,2.44 [1.85-3.22],2.0858976542714683e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CSF1,Macrophage colony-stimulating factor 1,23799,426,2.63 [1.97-3.50],4.7771466477717186e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CXCL13,C-X-C motif chemokine 13,23926,429,1.35 [1.24-1.48],4.916401644295129e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,CXCL9,C-X-C motif chemokine 9,23799,426,1.47 [1.31-1.64],7.908261306812397e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,DLL1,Delta-like protein 1,23775,421,2.31 [1.79-2.97],7.605112708217403e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EBI3_IL27,Interleukin-27,23891,424,2.50 [1.92-3.24],6.2383503121811765e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EDA2R,Tumor necrosis factor receptor superfamily member 27,23919,427,2.42 [2.04-2.88],1.3940392544540972e-23
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EFNA1,Ephrin-A1,23680,424,2.18 [1.70-2.79],6.174827105851991e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EFNA4,Ephrin-A4,23463,421,2.16 [1.75-2.67],1.2296685278856425e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EPHA2,Ephrin type-A receptor 2,22835,411,2.27 [1.80-2.86],3.058956991206287e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,EPHB4,Ephrin type-B receptor 4,24011,433,2.48 [1.86-3.31],6.291642234312878e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,FGL1,Fibrinogen-like protein 1,20573,339,1.66 [1.43-1.92],1.78128496281932e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,FOLR1,Folate receptor alpha,23675,418,2.23 [1.77-2.81],6.944513629238906e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,FSTL3,Follistatin-related protein 3,23646,423,2.48 [1.99-3.09],3.910158121296401e-16
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,GDF15,Growth/differentiation factor 15,24011,433,2.04 [1.79-2.33],5.54486292829413e-26
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,GFRA1,GDNF family receptor alpha-1,23891,424,2.39 [1.84-3.11],7.776287236359312e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,HAVCR2,Hepatitis A virus cellular receptor 2,23723,426,2.10 [1.70-2.60],4.043474856900809e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,HGF,Hepatocyte growth factor,23989,430,2.03 [1.63-2.52],2.0346756319131387e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,ICAM1,Intercellular adhesion molecule 1,23627,422,2.52 [1.93-3.30],1.4780702973998157e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,19994,327,2.11 [1.69-2.65],9.118577205352232e-11
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IGFBP2,Insulin-like growth factor-binding protein 2,23976,433,1.71 [1.49-1.97],1.0087547440991222e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IGFBP4,Insulin-like growth factor-binding protein 4,23439,422,1.78 [1.53-2.06],2.480903821501813e-14
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IGFBPL1,Insulin-like growth factor-binding protein-like 1,23713,428,2.01 [1.61-2.51],8.780916230793365e-10
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IL18BP,Interleukin-18-binding protein,23825,424,2.36 [1.86-2.99],2.082544991822028e-12
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IL2RA,Interleukin-2 receptor subunit alpha,23563,426,1.86 [1.58-2.19],1.1867363719980954e-13
Chapter X Diseases of the respiratory system,Lung diseases due to external agents,IL4R,Interleukin-4 receptor subunit alpha,23685,424,1.89 [1.55-2.31],4.465931279138231e-10
