Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,78/638,381/18800,8.53312606303701e-39,5.493626559383231e-35,3.6054703175821704e-35,ADAM8/B2M/CCL19/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CD86/CEACAM1/CR1/CRTAM/DPP4/EPO/ERBB2/FGL1/GCNT1/GPNMB/HAVCR2/HLA-DRA/HLA-E/ICAM1/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/ITGA5/ITGB1/ITGB2/ITGB7/JAM2/KLRK1/LAG3/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/NT5E/PDCD1LG2/PODXL2/PTPRC/SDC4/SELE/SIRPA/SIRPB1/SLAMF1/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/UMOD/VCAM1/VSIG4/VTCN1/XCL1,78
GO:0022407,GO:0022407,regulation of cell-cell adhesion,80/638,456/18800,1.03843031167981e-34,3.3427071732973104e-31,2.1938206689909303e-31,ADAM8/B2M/C1QTNF1/CCL19/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CD86/CDH1/CEACAM1/CEACAM6/CR1/CRTAM/CX3CL1/CXCL13/DPP4/EPO/ERBB2/FGL1/FSTL3/GPNMB/HAVCR2/HLA-DRA/HLA-E/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL1RN/IL2RA/IL4R/IL6/IL6ST/ITGB2/KLRK1/LAG3/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/NOTCH1/PDCD1LG2/PLAUR/PTPRC/SDC4/SELE/SERPINF2/SIRPA/SIRPB1/SLAMF1/TGFB1/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/VCAM1/VSIG4/VTCN1/XCL1,80
GO:0050863,GO:0050863,regulation of T cell activation,67/638,342/18800,3.87674675853185e-32,5.45451014106011e-29,3.57979818940424e-29,ADAM8/B2M/CCL19/CCL21/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CD86/CEACAM1/CR1/CRTAM/DPP4/EPO/ERBB2/FGL1/GPNMB/HAVCR2/HLA-DRA/HLA-E/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/KLRK1/LAG3/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/PDCD1LG2/PTPRC/SDC4/SIRPA/SIRPB1/SLAMF1/TGFBR2/THY1/TIGIT/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF13B/TNFSF8/VCAM1/VSIG4/VTCN1/XCL1,67
GO:0050867,GO:0050867,positive regulation of cell activation,74/638,436/18800,3.80963341669063e-31,4.08773665610905e-28,2.68278395343793e-28,ACTA2/ADAM8/AXL/B2M/CCL19/CCL21/CCL3/CD160/CD27/CD274/CD276/CD28/CD38/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CD86/CLEC4D/CLEC7A/CR1/DPP4/EPO/FCRL3/GAS6/GP5/HAVCR1/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IGLC2/IL10/IL12B/IL12RB1/IL15/IL15RA/IL18/IL1RL1/IL2RA/IL4R/IL6/IL6ST/ITGB2/KLRK1/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LILRB4/MDK/NECTIN2/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF13/TNFSF13B/TREM2/VCAM1/VTCN1/XCL1,74
GO:0070663,GO:0070663,regulation of leukocyte proliferation,56/638,254/18800,9.27159798779105e-30,7.46131848067485e-27,4.89686767407806e-27,BST2/CCL19/CD274/CD276/CD28/CD300A/CD38/CD46/CD55/CD70/CD74/CD80/CD86/CR1/CRTAM/CSF1/CSF1R/CSF2RA/EPO/ERBB2/FCRL3/GPNMB/HAVCR2/HLA-E/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL6/IL6ST/KITLG/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MZB1/PDCD1LG2/PTPRC/SDC4/SLAMF1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/VTCN1/XCL1,56
GO:0002683,GO:0002683,negative regulation of immune system process,70/638,425/18800,1.1766240802174799e-28,6.88645984403649e-26,4.51958761530427e-26,APCS/AXL/BST2/CCL21/CCL25/CCL3/CCN3/CD160/CD274/CD300A/CD300LF/CD46/CD55/CD59/CD74/CD80/CD86/CEACAM1/CR1/CRTAM/CX3CL1/DPP4/ERBB2/FCRL3/FGL1/FSTL3/GBP1/GPNMB/GRN/HAVCR2/HLA-E/HMOX1/IFNL1/IL10/IL12B/IL1RL1/IL2RA/IL4R/KITLG/KLRD1/KLRK1/LAG3/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/MERTK/MILR1/NBL1/PDCD1/PDCD1LG2/PTPRC/SDC4/SFRP1/SLAMF1/SLAMF8/TGFB1/THY1/TIGIT/TNF/TNFRSF13B/TNFRSF14/TNFRSF21/TREM2/TYRO3/VSIG4/VTCN1/XCL1,70
GO:0050900,GO:0050900,leukocyte migration,66/638,384/18800,3.6747983850815597e-28,1.9715293335962502e-25,1.29391585243135e-25,ADAM8/ADGRE2/B4GALT1/BSG/CALCA/CCL15/CCL19/CCL20/CCL21/CCL25/CCL3/CCN3/CD300A/CD74/CHGA/CRTAM/CSF1/CSF1R/CX3CL1/CXADR/CXCL10/CXCL13/CXCL17/CXCL8/CXCL9/DPP4/EDN1/FLT1/GAS6/GCNT1/HMOX1/ICAM1/IL10/IL1R1/IL6/ITGB1/ITGB2/ITGB7/JAM2/KITLG/KLRK1/LGALS9/LYVE1/MDK/MTUS1/NBL1/NINJ1/PGF/PODXL2/PRTN3/PTN/SCG2/SELE/SIRPA/SLAMF1/SLAMF8/THBS4/THY1/TNF/TNFRSF11A/TNFRSF14/TREM2/UMOD/VCAM1/VEGFB/XCL1,66
GO:0050870,GO:0050870,positive regulation of T cell activation,51/638,223/18800,5.5152229644665e-28,2.63839660357942e-25,1.73158123097526e-25,ADAM8/B2M/CCL19/CCL21/CD160/CD27/CD274/CD276/CD28/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CD86/CR1/DPP4/EPO/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/KLRK1/LGALS9/LILRB1/LILRB2/LILRB4/MDK/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/TGFBR2/THY1/TNFRSF14/TNFSF13B/VCAM1/VTCN1/XCL1,51
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,51/638,230/18800,2.62880063661158e-27,1.12828123323369e-24,7.4049163195501005e-25,CCL19/CD274/CD276/CD28/CD300A/CD38/CD46/CD55/CD70/CD74/CD80/CD86/CR1/CRTAM/EPO/ERBB2/FCRL3/GPNMB/HAVCR2/HLA-E/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL6/IL6ST/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MZB1/PDCD1LG2/PTPRC/SDC4/SLAMF1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/VTCN1/XCL1,51
GO:0001819,GO:0001819,positive regulation of cytokine production,71/638,475/18800,2.14156063989445e-26,8.11021611743558e-24,5.32273957184912e-24,ADAM8/B2M/BTN3A2/CCL19/CCL3/CD14/CD160/CD244/CD274/CD276/CD28/CD4/CD46/CD55/CD58/CD74/CD80/CD83/CD86/CHI3L1/CLEC5A/CLEC6A/CLEC7A/CRTAM/CSF1R/CX3CL1/CXCL17/GAPDH/HAVCR2/HEG1/HGF/HLA-E/HMOX1/IFNGR1/IFNL1/IL10/IL12B/IL12RB1/IL15/IL18/IL18R1/IL1R1/IL1RL1/IL4R/IL6/IL6ST/KLRK1/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LY9/LY96/MDK/NOS2/PTPRC/SEMA7A/SERPINF2/SLAMF1/SLAMF6/SPON2/TGFB1/TIGIT/TLR1/TNF/TNFRSF14/TNFRSF8/TREM2/VTCN1/XCL1,71
