Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,68/641,381/18800,6.72700477110981e-30,4.17477916095075e-26,2.81047178279314e-26,ADA/ADAM8/APOA4/B2M/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CEACAM1/CRTAM/EPO/FGL1/GCNT1/GPNMB/HAVCR2/HLA-DRA/HLA-E/ICAM1/IGFBP2/IL12B/IL12RB1/IL15/IL2RA/IL4R/IL6/IL6ST/ITGA5/ITGB1/ITGB2/ITGB7/JAM2/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB1/LILRB4/MAD1L1/MDK/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TNFSF11/TNFSF13B/UMOD/VCAM1/VSIG4/XCL1,68
GO:0022407,GO:0022407,regulation of cell-cell adhesion,72/641,456/18800,3.79834637589244e-28,1.17862688043942e-24,7.934545666272151e-25,ADA/ADAM8/B2M/C1QTNF1/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CDH1/CEACAM1/CELA2A/CRTAM/CX3CL1/EPO/FGL1/FSTL3/GPNMB/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL1RN/IL2RA/IL4R/IL6/IL6ST/ITGB2/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB1/LILRB4/MAD1L1/MDGA1/MDK/NOTCH1/PDCD1LG2/PLAUR/PTPRC/RNASE10/SIRPA/SIRPB1/SLAMF1/SPINT2/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TNFSF11/TNFSF13B/VCAM1/VSIG4/XCL1,72
GO:0050900,GO:0050900,leukocyte migration,65/641,384/18800,3.10999655046903e-27,6.4335461974036104e-24,4.33107940660056e-24,ADA/ADAM8/ADGRE2/ARHGEF5/B4GALT1/BSG/CALCA/CCL11/CCL15/CCL20/CCL21/CCL25/CCN3/CD200/CD300A/CD74/CD99/CD99L2/CHGA/CRTAM/CSF1/CSF1R/CX3CL1/CXADR/CXCL16/FLT1/GAS6/GCNT1/ICAM1/IL1R1/IL6/ITGB1/ITGB2/ITGB7/JAM2/KLRK1/LBP/LGALS3/LGALS9/LGMN/LYVE1/MDK/MSTN/NBL1/PADI2/PGF/PLA2G1B/PLA2G7/RET/SCG2/SIRPA/SLAMF1/SLAMF8/THBS4/THY1/TNF/TNFRSF11A/TNFRSF14/TNFSF11/UMOD/VCAM1/VEGFB/VEGFD/XCL1/XG,65
GO:0098742,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,55/641,279/18800,1.49532431940065e-26,2.3199956815501e-23,1.56182690097399e-23,ALCAM/AMIGO2/BSG/CD164/CDH1/CDH15/CDH17/CDH2/CDH3/CDH5/CDH6/CDHR5/CEACAM1/CEACAM8/CLSTN2/CNTN2/CNTN4/CRTAM/CX3CL1/CXADR/DSC2/DSCAM/DSG2/ESAM/ICAM1/IL1RN/ITGA5/ITGAM/ITGB1/ITGB2/L1CAM/MDGA1/MILR1/NECTIN2/NECTIN4/PCDH1/PCDH12/PCDH17/PCDH7/PCDHB15/PKD1/PLXNB2/PTPRM/PTPRS/PVR/REG3A/RET/ROBO1/ROBO2/SCARF2/SLITRK2/SPARCL1/TGFBR2/UMOD/VCAM1,55
GO:0050863,GO:0050863,regulation of T cell activation,60/641,342/18800,4.77671182821537e-26,4.9407122676507605e-23,3.32609986775207e-23,ADA/ADAM8/B2M/CCL21/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CEACAM1/CRTAM/EPO/FGL1/GPNMB/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL2RA/IL4R/IL6/IL6ST/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB1/LILRB4/MAD1L1/MDK/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/SPINK5/TGFBR2/THY1/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF11/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,60
GO:0050867,GO:0050867,positive regulation of cell activation,66/641,436/18800,8.811582427991351e-25,6.83558506851429e-22,4.60173298114443e-22,ACTA2/ADA/ADAM8/AXL/B2M/CCL21/CD160/CD27/CD274/CD276/CD28/CD38/CD4/CD40/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CLEC4D/CLEC7A/EPO/GAS6/HAVCR1/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL15RA/IL1RL1/IL2RA/IL4R/IL6/IL6ST/ITGAM/ITGB2/KLRK1/LBP/LGALS1/LGALS9/LILRA5/LILRB1/LILRB4/MDK/NECTIN2/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF11/TNFSF13/TNFSF13B/VCAM1/XCL1,66
GO:0050870,GO:0050870,positive regulation of T cell activation,47/641,223/18800,3.83299156266794e-24,2.37875456379172e-21,1.60138352760306e-21,ADA/ADAM8/B2M/CCL21/CD160/CD27/CD274/CD276/CD28/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/EPO/HAVCR2/HLA-DRA/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL2RA/IL4R/IL6/IL6ST/KLRK1/LGALS1/LGALS9/LILRB1/LILRB4/MDK/PDCD1LG2/PTPRC/SIRPA/SIRPB1/SLAMF1/TGFBR2/THY1/TNFRSF14/TNFSF11/TNFSF13B/VCAM1/XCL1,47
GO:0002697,GO:0002697,regulation of immune effector process,57/641,353/18800,6.32259081997625e-23,3.01830758682866e-20,2.031932223845e-20,ADGRE2/APOA2/B2M/BST2/CD160/CD28/CD300A/CD40/CD46/CD55/CD59/CD74/CD80/CEACAM1/CLEC7A/CR2/CRTAM/FCER2/FCN2/GRN/HAVCR2/HLA-DRA/HLA-E/ICAM1/IL12B/IL12RB1/IL18R1/IL1R1/IL4R/IL6/ITGAM/ITGB2/KLRK1/LAG3/LBP/LGALS3/LGALS9/LILRB1/LILRB4/NCR1/NECTIN2/PTPRC/PVR/SEMA7A/SLAMF1/SLAMF8/SPINK5/SPON2/SUSD4/TGFB1/TNF/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13/VSIG4/XCL1,57
GO:0070663,GO:0070663,regulation of leukocyte proliferation,48/641,254/18800,1.8282072923679e-22,7.197236544190231e-20,4.8451976599709995e-20,ADA/BST2/CD274/CD276/CD28/CD300A/CD38/CD40/CD46/CD55/CD70/CD74/CD80/CRTAM/CSF1/CSF1R/EPO/GPNMB/HAVCR2/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL2RA/IL5RA/IL6/IL6ST/LGALS3/LGALS9/LILRB1/LILRB4/MAD1L1/PDCD1LG2/PTPRC/SLAMF1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,48
GO:0002819,GO:0002819,regulation of adaptive immune response,41/641,188/18800,8.52971863759356e-22,3.1138490508768e-19,2.0962509766321302e-19,ADA/B2M/CD160/CD274/CD28/CD4/CD40/CD46/CD48/CD55/CD80/CEACAM1/CLEC6A/CLEC7A/CR2/FCER2/HAVCR2/HLA-DRA/HLA-E/IL12B/IL12RB1/IL18R1/IL1R1/IL1RL1/IL4R/IL6/IL6ST/LILRB1/LILRB4/NECTIN2/PTPRC/PVR/SLAMF1/SUSD4/TGFB1/TNF/TNFRSF14/TNFRSF1B/TNFSF13/TNFSF13B/XCL1,41
GO:0043410,GO:0043410,positive regulation of MAPK cascade,65/641,491/18800,3.54101636709203e-21,1.09877737870866e-18,7.396996821572781e-19,ACTA2/ADAM8/ADAM9/ARHGEF5/BMPER/C1QTNF1/CCL11/CCL15/CCL20/CCL21/CCL25/CD27/CD4/CD40/CD74/CDH2/CHI3L1/CLEC7A/CSF1R/CSPG4/CX3CL1/EDA2R/EFNA1/EPHA4/EPO/ERBB4/FGF23/FGFR2/FLT1/GAS6/GDF15/GH1/GHR/GPNMB/GPR37/HAVCR2/HGF/ICAM1/IGF1R/IGFBP4/IGFBP6/IL6/KLB/LGALS9/LILRA5/LTBR/NOTCH1/NRP1/NTRK2/PDGFRA/PLA2G1B/PTPRC/RET/ROBO1/SEMA4C/SEMA7A/SLAMF1/TEK/TGFA/TGFB1/TNF/TNFRSF11A/TNFRSF19/TNFSF11/XCL1,65
GO:0070661,GO:0070661,leukocyte proliferation,52/641,330/18800,1.65494263609957e-20,4.66844272710633e-18,3.14280733142545e-18,ACE/ADA/BST2/CD274/CD276/CD28/CD300A/CD38/CD40/CD46/CD55/CD70/CD74/CD80/CR2/CRTAM/CSF1/CSF1R/CX3CL1/EPO/GPNMB/HAVCR2/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL2RA/IL5RA/IL6/IL6ST/LGALS3/LGALS9/LILRB1/LILRB4/MAD1L1/PDCD1LG2/PTPRC/SLAMF1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF11/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,52
