Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0097529,GO:0097529,myeloid leukocyte migration,8/53,229/18800,2.3713474435576e-07,0.0004100059729911,0.0002655909136784,CCL7/CCN3/CHGA/CXCL8/MSTN/S100A12/THBS4/TREM2,8
GO:0060326,GO:0060326,cell chemotaxis,8/53,315/18800,2.61562751497088e-06,0.0022612099866923,0.0014647514083836,CCL7/CCN3/CHGA/CXCL8/EPHA2/MSTN/S100A12/THBS4,8
GO:0030198,GO:0030198,extracellular matrix organization,7/53,307/18800,2.34168962948736e-05,0.0051312320047011,0.0033238749828023,COL18A1/COL9A1/COMP/KLK4/MMP12/MMP13/POSTN,7
GO:0043062,GO:0043062,extracellular structure organization,7/53,308/18800,2.39099935714121e-05,0.0051312320047011,0.0033238749828023,COL18A1/COL9A1/COMP/KLK4/MMP12/MMP13/POSTN,7
GO:0045229,GO:0045229,external encapsulating structure organization,7/53,310/18800,2.49219403103232e-05,0.0051312320047011,0.0033238749828023,COL18A1/COL9A1/COMP/KLK4/MMP12/MMP13/POSTN,7
GO:0002688,GO:0002688,regulation of leukocyte chemotaxis,5/53,124/18800,2.56408446234354e-05,0.0051312320047011,0.0033238749828023,CCL7/CCN3/CXCL8/MSTN/THBS4,5
GO:0032103,GO:0032103,positive regulation of response to external stimulus,8/53,442/18800,3.07161029584432e-05,0.0051312320047011,0.0033238749828023,CCL7/CXCL8/HAVCR2/MMP12/MSTN/S100A12/THBS4/TREM2,8
GO:0002685,GO:0002685,regulation of leukocyte migration,6/53,218/18800,3.30640973883767e-05,0.0051312320047011,0.0033238749828023,CCL7/CCN3/CXCL8/MSTN/THBS4/TREM2,6
GO:0050920,GO:0050920,regulation of chemotaxis,6/53,225/18800,3.94580891324644e-05,0.0051312320047011,0.0033238749828023,CCL7/CCN3/CXCL8/MSTN/THBS4/TREM2,6
GO:0050921,GO:0050921,positive regulation of chemotaxis,5/53,140/18800,4.58975459902303e-05,0.0051312320047011,0.0033238749828023,CCL7/CXCL8/MSTN/THBS4/TREM2,5
