Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0046718,GO:0046718,viral entry into host cell,13/173,146/18800,9.46684260951868e-10,1.79735413568787e-06,1.32172515588589e-06,BSG/CD46/CD55/CD74/EPHA2/HAVCR1/LGALS1/NECTIN2/NECTIN4/NRP1/SCARB2/TNFRSF14/TNFRSF4,13
GO:0044409,GO:0044409,entry into host,13/173,153/18800,1.6892671434759802e-09,1.79735413568787e-06,1.32172515588589e-06,BSG/CD46/CD55/CD74/EPHA2/HAVCR1/LGALS1/NECTIN2/NECTIN4/NRP1/SCARB2/TNFRSF14/TNFRSF4,13
GO:0050870,GO:0050870,positive regulation of T cell activation,15/173,223/18800,2.3556254945135102e-09,1.79735413568787e-06,1.32172515588589e-06,CD160/CD27/CD276/CD46/CD55/CD74/HAVCR2/IGFBP2/IL2RA/IL4R/LGALS1/PDCD1LG2/SIRPB1/TGFBR2/TNFRSF14,15
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,19/173,381/18800,2.45899670478022e-09,1.79735413568787e-06,1.32172515588589e-06,APOA4/CD160/CD27/CD276/CD46/CD55/CD74/GPNMB/HAVCR2/IGFBP2/IL2RA/IL4R/JAM2/LGALS1/PDCD1LG2/SIRPB1/TGFBR2/TNFRSF14/VSIG4,19
GO:0050863,GO:0050863,regulation of T cell activation,18/173,342/18800,2.8511328294541103e-09,1.79735413568787e-06,1.32172515588589e-06,CD160/CD27/CD276/CD46/CD55/CD74/GPNMB/HAVCR2/IGFBP2/IL2RA/IL4R/LGALS1/PDCD1LG2/SIRPB1/TGFBR2/TNFRSF14/TNFRSF1B/VSIG4,18
GO:0050867,GO:0050867,positive regulation of cell activation,20/173,436/18800,3.8127941254689205e-09,2.00298784724634e-06,1.47294257268115e-06,ACTA2/CD160/CD27/CD276/CD46/CD55/CD74/HAVCR1/HAVCR2/IGFBP2/IL2RA/IL4R/LGALS1/NECTIN2/PDCD1LG2/SIRPB1/TGFBR2/TNFRSF14/TNFRSF4/TNFSF13,20
GO:1903039,GO:1903039,positive regulation of leukocyte cell-cell adhesion,15/173,245/18800,8.477964809987081e-09,3.81750644015418e-06,2.80729000174309e-06,CD160/CD27/CD276/CD46/CD55/CD74/HAVCR2/IGFBP2/IL2RA/IL4R/LGALS1/PDCD1LG2/SIRPB1/TGFBR2/TNFRSF14,15
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,14/173,230/18800,2.9207472485476e-08,6.59408026700983e-06,4.84910658160421e-06,CD276/CD46/CD55/CD74/GPNMB/HAVCR2/IGFBP2/IL2RA/PDCD1LG2/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,14
GO:0002697,GO:0002697,regulation of immune effector process,17/173,353/18800,2.97777489906341e-08,6.59408026700983e-06,4.84910658160421e-06,ADGRE2/CD160/CD46/CD55/CD59/CD74/HAVCR2/IL1R1/IL4R/NCR1/NECTIN2/SPON2/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13/VSIG4,17
GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,14/173,233/18800,3.43743120535381e-08,6.77173947454701e-06,4.97975231196651e-06,CD276/CD46/CD55/CD74/GPNMB/HAVCR2/IGFBP2/IL2RA/PDCD1LG2/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,14
GO:0042098,GO:0042098,T cell proliferation,13/173,204/18800,5.42059282158168e-08,9.49206031868082e-06,6.98020198428238e-06,CD276/CD46/CD55/GPNMB/HAVCR2/IGFBP2/IL2RA/PDCD1LG2/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,13
GO:0045765,GO:0045765,regulation of angiogenesis,15/173,345/18800,7.39191370229143e-07,9.58347661392326e-05,7.0474270317456e-05,ACVRL1/ANGPT2/CD160/DCN/DLL1/EFNA1/EPHA2/GPNMB/HSPB6/HSPG2/NRP1/PGF/SMOC2/TAFA5/TGFBR2,15
GO:0032943,GO:0032943,mononuclear cell proliferation,14/173,300/18800,7.60110772043406e-07,9.58347661392326e-05,7.0474270317456e-05,CD276/CD46/CD55/CD74/GPNMB/HAVCR2/IGFBP2/IL2RA/PDCD1LG2/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,14
GO:0097529,GO:0097529,myeloid leukocyte migration,12/173,229/18800,1.44821065865967e-06,0.0001630271427176,0.0001198857094123,ADGRE2/BSG/CCN3/CD74/CD99/IL1R1/NBL1/PGF/PLA2G7/SCG2/TNFRSF11A/XG,12
GO:0002274,GO:0002274,myeloid leukocyte activation,12/173,232/18800,1.6595866261366e-06,0.000175951203749,0.0001293897110123,ADGRE2/CD74/CD93/HAVCR1/HAVCR2/IFNGR1/IL4R/LTBR/NECTIN2/PTGDS/TGFBR2/VSIG4,12
GO:0002702,GO:0002702,positive regulation of production of molecular mediator of immune response,9/173,120/18800,1.67466247223126e-06,0.000175951203749,0.0001293897110123,CD160/CD55/CD74/IL1R1/IL4R/SPON2/TNFRSF14/TNFRSF4/TNFSF13,9
GO:0043410,GO:0043410,positive regulation of MAPK cascade,17/173,491/18800,3.03715960786009e-06,0.0002567569249643,0.0001888120320503,ACTA2/CD27/CD74/EDA2R/EFNA1/FGFR2/GDF15/GPNMB/HAVCR2/IGF1R/IGFBP4/IGFBP6/LTBR/NRP1/PDGFRA/TNFRSF11A/TNFRSF19,17
GO:0044278,GO:0044278,cell wall disruption in another organism,3/173,4/18800,3.04278001335283e-06,0.0002567569249643,0.0001888120320503,REG1A/REG1B/REG3A,3
GO:0045916,GO:0045916,negative regulation of complement activation,4/173,12/18800,3.23648324799194e-06,0.0002567569249643,0.0001888120320503,CD46/CD55/CD59/VSIG4,4
GO:1903034,GO:1903034,regulation of response to wounding,10/173,166/18800,3.24057879981727e-06,0.0002567569249643,0.0001888120320503,ACTA2/CCN4/IGF1R/PDGFRA/REG3A/SIGLEC10/SMOC2/TAFA5/THBD/TNFRSF12A,10
GO:0032103,GO:0032103,positive regulation of response to external stimulus,16/173,442/18800,3.42125344178444e-06,0.0002567569249643,0.0001888120320503,CCN4/CD160/CD74/FABP4/HAVCR2/IGF1R/LGALS1/NECTIN2/NRP1/PGF/PLA2G7/SCG2/SMOC2/THBD/TNFRSF11A/TNFRSF1A,16
GO:0044706,GO:0044706,multi-multicellular organism process,11/173,213/18800,4.62140808058096e-06,0.0003387599597672,0.0002491148248087,AMBP/ANGPT2/B4GALT1/BSG/HAVCR2/IGFBP2/IGFBP7/PGF/PSG1/TGFBR2/THBD,11
