Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050900,GO:0050900,leukocyte migration,74/625,384/18800,1.4761776169997402e-35,9.16411064633439e-32,6.30094761782521e-32,ADAM8/B4GALT1/BSG/CALCA/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL27/CCL28/CCL3/CCL7/CCN3/CD200/CD300A/CD74/CD99/CD99L2/CHGA/CRTAM/CSF1/CSF1R/CX3CL1/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL17/CXCL8/CXCL9/EDN1/GAS6/GCNT1/ICAM1/IL10/IL1R1/IL6/JAM2/KIT/KLRK1/LGALS3/LGALS9/LGMN/MDK/MTUS1/NBL1/PGF/PODXL2/PRTN3/PTN/RARRES2/SCG2/SLAMF1/SLAMF8/THY1/TNF/TNFRSF11A/TNFRSF14/TREM2/UMOD/VCAM1/VEGFA/VEGFB/XCL1/XG,74
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,70/625,381/18800,2.80196981721044e-32,5.79820954174748e-29,3.9866623188730997e-29,ADAM8/B2M/CCL19/CCL21/CCL25/CCL28/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CLEC4G/CRTAM/EPO/FGL1/GCNT1/GPNMB/HAVCR2/HLA-A/HLA-E/ICAM1/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/ITGA5/JAM2/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB4/MAD1L1/MDK/NT5E/PDCD1LG2/PODXL2/PTPRC/SDC4/SIRPB1/SLAMF1/TFRC/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/UMOD/VCAM1/VSIG4/XCL1,70
GO:0022407,GO:0022407,regulation of cell-cell adhesion,76/625,456/18800,4.88195001994532e-32,7.57678643095514e-29,5.20955456075744e-29,ADAM8/B2M/CCL19/CCL21/CCL25/CCL28/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CDH1/CDSN/CEACAM6/CELSR2/CLEC4G/CRTAM/CX3CL1/CXCL13/EPO/FGL1/FSTL3/GPNMB/HAVCR2/HLA-A/HLA-E/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL1RN/IL2RA/IL4R/IL6/IL6ST/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB4/MAD1L1/MDK/PDCD1LG2/PLAUR/PTPRC/RNASE10/SDC4/SIRPB1/SLAMF1/SPINT2/TFRC/TGFB1/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/VCAM1/VEGFA/VSIG4/XCL1,76
GO:0030595,GO:0030595,leukocyte chemotaxis,54/625,236/18800,4.8798750300813294e-30,6.05885283734898e-27,4.16587226252206e-27,ADAM8/BSG/CALCA/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL27/CCL3/CCL7/CCN3/CD74/CHGA/CSF1/CSF1R/CX3CL1/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL17/CXCL8/CXCL9/EDN1/GAS6/IL10/IL6/KIT/KLRK1/LGALS3/LGALS9/LGMN/MDK/MTUS1/NBL1/PGF/PTN/RARRES2/SCG2/SLAMF1/SLAMF8/TNFRSF11A/VEGFA/VEGFB/XCL1,54
GO:0050863,GO:0050863,regulation of T cell activation,62/625,342/18800,2.57194874143509e-28,1.77407308742545e-25,1.21979557269232e-25,ADAM8/B2M/CCL19/CCL21/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CLEC4G/CRTAM/EPO/FGL1/GPNMB/HAVCR2/HLA-A/HLA-E/IFNL1/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/KLRK1/LAG3/LGALS1/LGALS3/LGALS9/LILRB4/MAD1L1/MDK/PDCD1LG2/PTPRC/SDC4/SIRPB1/SLAMF1/TFRC/TGFBR2/THY1/TIGIT/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,62
GO:0002683,GO:0002683,negative regulation of immune system process,68/625,425/18800,1.29153086448048e-27,7.288930551540741e-25,5.0116341200654e-25,AMBP/APOA2/AXL/BST2/CCL21/CCL25/CCL28/CCL3/CCN3/CD160/CD200/CD274/CD300A/CD300LF/CD46/CD55/CD59/CD74/CD80/CLEC4G/CRTAM/CX3CL1/FCRLB/FGL1/FSTL3/GBP1/GPNMB/GRN/HAVCR2/HLA-A/HLA-E/IFNL1/IL10/IL12B/IL1RL1/IL2RA/IL4R/KLRD1/KLRK1/LAG3/LGALS3/LGALS9/LILRB4/MAD1L1/MDK/MERTK/MILR1/MMP12/NBL1/PDCD1/PDCD1LG2/PGLYRP1/PTPRC/SDC4/SFRP1/SLAMF1/SLAMF8/TGFB1/THY1/TIGIT/TNF/TNFRSF13B/TNFRSF14/TNFRSF21/TREM2/TYRO3/VSIG4/XCL1,68
GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,51/625,233/18800,1.9177189319681e-27,9.92099927471497e-25,6.82135988520232e-25,CCL19/CD274/CD276/CD28/CD300A/CD38/CD40/CD46/CD55/CD70/CD74/CD80/CLEC4G/CRTAM/CSF1/EPO/GPNMB/HAVCR2/HLA-A/HLA-E/IGFBP2/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL6/IL6ST/LGALS3/LGALS9/LILRB4/MAD1L1/MZB1/PDCD1LG2/PTPRC/SDC4/SLAMF1/ST6GAL1/TFRC/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,51
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,71/625,486/18800,2.5206235839927198e-26,1.04320208062845e-23,7.17272184778279e-24,AXL/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL3/CCL7/CD300LF/CD4/CD70/CD74/CSF1/CSF1R/CX3CL1/CXCL10/CXCL11/CXCL13/CXCL8/CXCL9/EDA2R/EDN1/EPO/FAS/GAS6/IFNGR1/IFNLR1/IL10RB/IL12B/IL12RB1/IL15/IL15RA/IL18/IL18R1/IL1R1/IL1RL1/IL1RN/IL2RA/IL4R/IL6/IL6ST/KIT/KRT18/LIFR/LILRA2/LILRA5/LILRB4/MMP12/OSMR/PTPRC/ROBO1/TFF2/TNF/TNFRSF11A/TNFRSF14/TNFRSF17/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B/TREM2/XCL1/YAP1,71
GO:0050867,GO:0050867,positive regulation of cell activation,67/625,436/18800,3.61467567680584e-26,1.40249416260066e-23,9.64309859832083e-24,ACTA2/ADAM8/AXL/B2M/CCL19/CCL21/CCL3/CD160/CD27/CD274/CD276/CD28/CD38/CD4/CD40/CD46/CD5/CD55/CD70/CD74/CD80/CD83/CLEC4D/CLEC7A/EPO/GAS6/HAVCR1/HAVCR2/HLA-A/HLA-E/IGFBP2/IGLC2/IL10/IL12B/IL12RB1/IL15/IL15RA/IL18/IL1RL1/IL2RA/IL4R/IL6/IL6ST/KLRK1/LGALS1/LGALS9/LILRA2/LILRA5/LILRB4/MDK/NECTIN2/PDCD1LG2/PTPRC/SIRPB1/SLAMF1/TFRC/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF13/TNFSF13B/TREM2/VCAM1/XCL1,67
GO:0002685,GO:0002685,regulation of leukocyte migration,48/625,218/18800,5.22789178365871e-26,1.9091030701737202e-23,1.31263784413227e-23,ADAM8/CCL19/CCL20/CCL21/CCL25/CCL27/CCL28/CCL3/CCL7/CCN3/CD200/CD300A/CD74/CD99/CD99L2/CSF1/CSF1R/CX3CL1/CXCL10/CXCL13/CXCL17/CXCL8/EDN1/GAS6/ICAM1/IL1R1/IL6/JAM2/KLRK1/LGALS3/LGALS9/LGMN/MDK/MTUS1/NBL1/PGF/PTN/RARRES2/SLAMF1/SLAMF8/THY1/TNF/TNFRSF14/TREM2/VEGFA/VEGFB/XCL1/XG,48
