Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050900,GO:0050900,leukocyte migration,47/331,384/18800,4.50767556443906e-26,1.1353428585251099e-22,7.426849919388991e-23,B4GALT1/BSG/CALCA/CCL11/CCL14/CCL15/CCL18/CCL20/CCL21/CCL23/CCL3/CCL7/CCN3/CD300A/CD74/CHGA/CSF1/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL9/DPP4/EDN1/ICAM1/IL1R1/IL6/KIT/LBP/LGALS9/MDK/MMP9/NBL1/PGF/PRTN3/RARRES2/SLAMF8/THY1/TNF/TNFRSF11A/TNFRSF14/TREM2/UMOD/VCAM1/VEGFA/VEGFB,47
GO:0097529,GO:0097529,myeloid leukocyte migration,38/331,229/18800,4.5504723788581396e-26,1.1353428585251099e-22,7.426849919388991e-23,BSG/CALCA/CCL11/CCL14/CCL15/CCL18/CCL20/CCL21/CCL23/CCL3/CCL7/CCN3/CD300A/CD74/CHGA/CSF1/CXADR/CXCL10/CXCL11/CXCL13/CXCL9/DPP4/EDN1/IL1R1/IL6/KIT/LBP/MDK/NBL1/PGF/PRTN3/RARRES2/SLAMF8/TNFRSF11A/TREM2/UMOD/VEGFA/VEGFB,38
GO:0060326,GO:0060326,cell chemotaxis,40/331,315/18800,6.975749567074041e-23,1.16029967798998e-19,7.590105055261961e-20,BSG/CALCA/CCL11/CCL14/CCL15/CCL18/CCL20/CCL21/CCL23/CCL3/CCL7/CCN3/CD74/CHGA/CSF1/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL9/DPP4/EDN1/EPHA2/HGF/IL6/KIT/LBP/LGALS9/MDK/NBL1/NRP1/PGF/RARRES2/SLAMF8/SMOC2/TNFRSF11A/VCAM1/VEGFA/VEGFB,40
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,44/331,486/18800,3.35212597800882e-19,2.78785143837734e-16,1.82367415049217e-16,CCL11/CCL14/CCL15/CCL18/CCL20/CCL21/CCL23/CCL3/CCL7/CD300LF/CD4/CD74/CSF1/CXCL10/CXCL11/CXCL13/CXCL9/EDA2R/EDN1/IL10RB/IL15RA/IL1R1/IL1RL1/IL1RN/IL2RA/IL4R/IL6/KIT/LILRA5/LILRB4/MMP12/OSM/OSMR/TFF2/TNF/TNFRSF11A/TNFRSF14/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B/TREM2/YAP1,44
GO:0050867,GO:0050867,positive regulation of cell activation,41/331,436/18800,1.54599967313119e-18,1.1020769098463801e-15,7.20924058102228e-16,ACTA2/B2M/CCL21/CCL3/CD27/CD274/CD4/CD74/CD80/CD83/CLEC4D/DPP4/HAVCR1/HAVCR2/HLA-E/IGFBP2/IGLC2/IL15RA/IL1RL1/IL2RA/IL4R/IL6/LBP/LGALS1/LGALS9/LILRA5/LILRB4/MDK/NECTIN2/SIRPB1/TFRC/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF13/TNFSF13B/TREM2/VCAM1,41
GO:0022407,GO:0022407,regulation of cell-cell adhesion,41/331,456/18800,7.79133412836138e-18,4.319861922280361e-15,2.8258394306489603e-15,B2M/CCL21/CD27/CD274/CD300A/CD4/CD74/CD80/CD83/CDSN/CEACAM6/CXCL13/DPP4/FGA/FGL1/FSTL3/HAVCR2/HLA-E/IGFBP2/IL1RN/IL2RA/IL4R/IL6/LAG3/LGALS1/LGALS9/LILRB4/MAD1L1/MDK/PLAUR/SIRPB1/TFRC/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFSF13B/VCAM1/VEGFA/VSIG4,41
GO:0043410,GO:0043410,positive regulation of MAPK cascade,41/331,491/18800,1.07662233828312e-16,4.47695455669399e-14,2.92860164124208e-14,ACTA2/CCL11/CCL14/CCL15/CCL18/CCL20/CCL21/CCL23/CCL3/CCL7/CD27/CD4/CD74/CHI3L1/EDA2R/EDN1/EFNA1/EGFR/FGA/FGF23/GDF15/GPR37/HAVCR2/HGF/ICAM1/IGFBP4/IGFBP6/IL6/KIT/LGALS9/LILRA5/LTBR/NRP1/OSM/TGFA/TGFB1/TNF/TNFRSF11A/TNFRSF19/TREM2/VEGFA,41
GO:0002685,GO:0002685,regulation of leukocyte migration,28/331,218/18800,1.9187374411006002e-16,6.838928450779999e-14,4.4736878231977203e-14,CCL20/CCL21/CCL3/CCL7/CCN3/CD300A/CD74/CSF1/CXCL10/CXCL13/DPP4/EDN1/ICAM1/IL1R1/IL6/LBP/LGALS9/MDK/NBL1/PGF/RARRES2/SLAMF8/THY1/TNF/TNFRSF14/TREM2/VEGFA/VEGFB,28
GO:0002683,GO:0002683,negative regulation of immune system process,37/331,425/18800,9.93270630561169e-16,2.91554143911778e-13,1.90720261632829e-13,AMBP/BST2/CCL21/CCL3/CCN3/CD274/CD300A/CD300LF/CD59/CD74/CD80/DPP4/FCRLB/FGL1/FSTL3/HAVCR2/HLA-E/IL1RL1/IL2RA/IL4R/LAG3/LGALS9/LILRB4/MAD1L1/MDK/MMP12/NBL1/PDCD1/PGLYRP1/SFRP1/SLAMF8/TGFB1/THY1/TNF/TNFRSF14/TREM2/VSIG4,37
GO:0046718,GO:0046718,viral entry into host cell,23/331,146/18800,1.1017957262085902e-15,3.05442259654493e-13,1.99805178185546e-13,BSG/CD4/CD74/CD80/CLEC5A/CTSL/CXADR/EGFR/EPHA2/HAVCR1/ICAM1/ITGAV/LGALS1/LGALS9/MRC1/NECTIN2/NECTIN4/NRP1/SCARB2/SIGLEC1/TFRC/TNFRSF14/TNFRSF4,23
