Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
SCARB1,Scavenger receptor class B member 1,Lifestyle factors,X1050.Time spend outdoors in summer,48358,0.00168456960854068,0.0189962267497343,-0.0355480348209386,0.0389171740380199,0.929337612674176
SCARB1,Scavenger receptor class B member 1,Lifestyle factors,X1060.Time spent outdoors in winter,44715,-0.0179256453130675,0.0215643874962061,-0.0601918448056316,0.0243405541794965,0.405835430670287
SCARB1,Scavenger receptor class B member 1,Physical activities,X1070.Time spent watching television (TV),49510,-0.00807527849545276,0.0189195626070558,-0.0451576212052821,0.0290070642143766,0.669512835287525
SCARB1,Scavenger receptor class B member 1,Physical activities,X1080.Time spent using computer,44646,0.00974213351709572,0.020748804732228,-0.0309255237580711,0.0504097907922626,0.638697589225812
SCARB1,Scavenger receptor class B member 1,Physical activities,X1090.Time spent driving,43541,-0.0190416717480433,0.0211962951645412,-0.060586410270544,0.0225030667744575,0.369010477590502
SCARB1,Scavenger receptor class B member 1,Lifestyle factors,X1160.Sleep duration,51280,0.00118215054894161,0.0178657881267134,-0.0338347941794167,0.0361990952772999,0.947244240133227
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34283,0.0114962929866203,0.020643748367562,-0.0289654538138013,0.0519580397870418,0.577614678097056
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34283,0.00497643750216558,0.0202874378567546,-0.0347869406970735,0.0447398157014047,0.806231690793923
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34283,0.0176436739376375,0.0237522568252212,-0.0289107494397961,0.064198097315071,0.457606831796991
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34283,0.0454510154339286,0.0248634210765227,-0.00328128987605586,0.094183320743913,0.0675740059255743
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34283,0.00394486169344486,0.0254296055834577,-0.0458971652501322,0.0537868886370219,0.876722859395888
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34283,0.0266637745146508,0.0486431912250188,-0.068676880286386,0.122004429315688,0.58360051947924
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34283,0.0301751013537391,0.050548780688012,-0.0689005087947645,0.129250711502243,0.550553640770004
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34283,0.0182284657260516,0.0354236339391515,-0.0512018567946853,0.0876587882467886,0.606854057588527
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34283,-0.0187036321133939,0.0263070683939717,-0.0702654861655785,0.0328582219387906,0.477116481207379
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34283,-0.00405057167036232,0.0184453127888218,-0.0402033847364531,0.0321022413957285,0.826187794729445
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34283,-0.00544439555055139,0.0260857002377888,-0.0565723680166175,0.0456835769155147,0.834677243478374
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34283,-0.0209090709384489,0.0149956741746839,-0.0503005923208293,0.00848245044393145,0.163244623942878
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34283,-0.0141453440282434,0.019296188215082,-0.0519658729298042,0.0236751848733174,0.463535783318028
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34283,-0.0368286512120662,0.0291257132541191,-0.0939150491901397,0.0202577467660073,0.206088909316946
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34283,-0.00883479720111398,0.027884376127561,-0.0634881744111336,0.0458185800089056,0.75137376573869
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34283,0.0348575639172807,0.034131678241037,-0.0320405254351517,0.101755653269713,0.307151558513348
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,34283,0.0101315318447108,0.0322387921704921,-0.0530565008094537,0.0733195644988753,0.753325884009514
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#7.Location of pain during the past week_Left hip,34283,0.0106063379093013,0.0215034076406509,-0.0315403410663745,0.0527530168849771,0.621853503708018
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#8.Location of pain during the past week_Right hip,34283,-0.0101811292396227,0.0205061992854996,-0.0503732798392019,0.0300110213599565,0.619558992591425
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,34283,0.00194135653594176,0.0251005939374825,-0.047255807581524,0.0511385206534075,0.938352127659367
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120040.Fatigue severity over the past week,34290,0.0477972586826472,0.0288129567868288,-0.00867613661953727,0.104270653984832,0.0971699020958935
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120041.Waking unrefreshed severity over the past week,34292,0.054505913613713,0.0285231159918502,-0.00139939373031329,0.110411220957739,0.0560399005756432
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120042.Cognitive symptoms severity over the past week,34290,-0.00217356163696737,0.0314573860087469,-0.0638300382141113,0.0594829149401766,0.944914982874535
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120098.Mobility problems today,34295,0.00174532370692084,0.0355196675001753,-0.0678732245934228,0.0713638720072644,0.960811196933763
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120099.Self-care problems today,34295,0.0452819392376716,0.0533977282902017,-0.0593776082111238,0.149941486686467,0.396450484513999
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120100.Problems doing usual activities,34295,-0.0184060078159784,0.0337041772048732,-0.08446619513753,0.0476541795055731,0.58500568337206
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120101.Pain or discomfort today,34295,-0.0481422299236696,0.0293928077567055,-0.105752133126812,0.00946767327947308,0.101474489078222
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120102.Anxiety or depression today,34295,0.0117438500839141,0.0342091690454039,-0.0553061212450776,0.0787938214129057,0.731383165164558
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120103.Scale to indicate how health is today,34264,0.00058615433038543,0.00648057562449145,-0.0121157738936178,0.0132880825543887,0.927933050502629
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,34279,-0.0247229879006291,0.0349546947827213,-0.0932341896747629,0.0437882138735046,0.479404201125658
SCARB1,Scavenger receptor class B member 1,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",34263,0.0202114582835861,0.0344331195722246,-0.0472774560779742,0.0877003726451464,0.557231717458918
SCARB1,Scavenger receptor class B member 1,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",34284,-0.027821993592729,0.0289117224013367,-0.084488969499349,0.0288449823138911,0.335917032100334
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,34284,0.00975672348123109,0.02935478856721,-0.0477786621105006,0.0672921090729627,0.739614710892831
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120108.Poor appetite or overeating over the last two weeks,34281,-0.0443972610370805,0.0367303750726588,-0.116388796179492,0.0275942741053307,0.226792403128454
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120109.Feeling bad about self over the last two weeks,34256,0.0300620274831547,0.0357066352982702,-0.0399229777014548,0.100047032667764,0.399853718165649
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120110.Trouble concentrating over the last two weeks,34286,0.00374952835652032,0.0365815533198424,-0.0679503161503707,0.0754493728634114,0.91836353880129
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120111.Moving or speaking slower or faster than usual over the last two weeks,34271,0.0088327953416158,0.0551235560038821,-0.0992093744259932,0.116874965109225,0.8726980350564
SCARB1,Scavenger receptor class B member 1,Health and medical history,X120112.Thoughts of being better off dead or of hurting self over the last two weeks,34218,-0.0710980891787148,0.078295126222544,-0.224556536574901,0.0823603582174714,0.363858092485299
SCARB1,Scavenger receptor class B member 1,Health and medical history,"X120113.Level of difficultly depression has made to do work, take care of things at home, or get along with other people",31322,0.0920063869565346,0.0375340271911124,0.0184396936619542,0.165573080251115,0.0142577197953017
SCARB1,Scavenger receptor class B member 1,Lifestyle factors,X1269.Exposure to tobacco smoke at home,48290,0.115834005604054,0.0383904962500971,0.0405886329538637,0.191079378254244,0.00255335806732304
SCARB1,Scavenger receptor class B member 1,Lifestyle factors,X1279.Exposure to tobacco smoke outside home,47034,0.0294122210976128,0.0251198357720054,-0.0198226570155177,0.0786470992107433,0.241660531076201
SCARB1,Scavenger receptor class B member 1,Diet and food preferences,X1289.Cooked vegetable intake,50276,-0.043913578204949,0.0182172433020918,-0.0796193750770489,-0.0082077813328492,0.015935267721741
SCARB1,Scavenger receptor class B member 1,Diet and food preferences,X1299.Salad  or  raw vegetable intake,49751,-0.00569448200507802,0.0196447068393901,-0.0441981074102827,0.0328091434001266,0.7719152560635
SCARB1,Scavenger receptor class B member 1,Diet and food preferences,X1309.Fresh fruit intake,50252,-0.000283286435654306,0.0195005136585591,-0.0385042932064302,0.0379377203351216,0.988409547256253
SCARB1,Scavenger receptor class B member 1,Diet and food preferences,X1319.Dried fruit intake,48747,0.00646901738562902,0.0204427479994871,-0.0335987686933656,0.0465368034646237,0.751666974198026
SCARB1,Scavenger receptor class B member 1,Health and medical history,X134.Number of self-reported cancers,51502,0.011490719560518,0.0400021895433309,-0.0669135719444105,0.0898950110654465,0.773921323320449
