Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Lifestyle factors,X1050.Time spend outdoors in summer,45046,0.0322544013536045,0.0600724734847411,-0.0854876466764881,0.149996449383697,0.591325191975561
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Lifestyle factors,X1060.Time spent outdoors in winter,41888,0.112823107433746,0.0688085487267683,-0.0220416480707198,0.247687862938212,0.101091870139902
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Physical activities,X1070.Time spent watching television (TV),46075,0.0197289693224268,0.0598241147743966,-0.0975262956353905,0.136984234280244,0.741567127925972
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Physical activities,X1080.Time spent using computer,41848,-0.252468836608494,0.0642600306970225,-0.378418496774658,-0.12651917644233,8.56674705229364e-05
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Physical activities,X1090.Time spent driving,40926,-0.28985339664841,0.0670615965087064,-0.421294125805475,-0.158412667491346,1.55358179936543e-05
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Lifestyle factors,X1160.Sleep duration,47584,-0.0143599855296536,0.0563570649125389,-0.12481983275823,0.0960998616989227,0.798876968996352
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32453,-0.00988879275312177,0.0074134298694982,-0.0244191152973382,0.00464152979109471,0.182271158827287
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32453,0.0121104150960903,0.00735754299601709,-0.00231036917610316,0.0265311993682838,0.09980314701023
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32453,0.00213709410030585,0.00854275722333671,-0.0146067100574341,0.0188808982580458,0.802466162071894
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32453,0.0203545589951216,0.00880004337018265,0.0031064739895636,0.0376026440006796,0.0207457701619499
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32453,0.0146727088184454,0.00904120866621341,-0.00304806016733288,0.0323934778042237,0.104653821167347
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32453,0.0201637623405224,0.0171559528271838,-0.0134619052007577,0.0537894298818026,0.239898630895598
