Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
EFHD1,EF-hand domain-containing protein D1,Lifestyle factors,X1050.Time spend outdoors in summer,45624,0.018667983586619,0.0358103343555311,-0.0515202717502221,0.08885623892346,0.602162010658624
EFHD1,EF-hand domain-containing protein D1,Lifestyle factors,X1060.Time spent outdoors in winter,42384,0.00721085379191502,0.0403955502182547,-0.0719644246358642,0.0863861322196942,0.858327450848161
EFHD1,EF-hand domain-containing protein D1,Physical activities,X1070.Time spent watching television (TV),46675,0.0118133797158917,0.0352459470517851,-0.0572686765056071,0.0808954359373906,0.737500025923808
EFHD1,EF-hand domain-containing protein D1,Physical activities,X1080.Time spent using computer,42371,0.00554931900481546,0.0376741921412776,-0.0682920975920887,0.0793907356017196,0.882898711724595
EFHD1,EF-hand domain-containing protein D1,Physical activities,X1090.Time spent driving,41387,-0.0604118380121536,0.038757649947724,-0.136376831909693,0.0155531558853855,0.119083691955281
EFHD1,EF-hand domain-containing protein D1,Lifestyle factors,X1160.Sleep duration,48223,-0.00244720416667233,0.0331490164622357,-0.0674192764326542,0.0625248680993096,0.941150767732236
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32698,0.00450461700666086,0.0118669340653783,-0.0187545737614806,0.0277638077748024,0.704255933348024
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32698,-0.0166668193873286,0.0117006387891163,-0.0396000714139967,0.00626643263933943,0.154355401958131
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32698,-0.000119615802843836,0.0136116007953597,-0.0267983533617489,0.0265591217560612,0.992988651693794
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32698,-0.0315061732250113,0.0141257695667693,-0.0591926815758791,-0.00381966487414348,0.0257456387471331
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32698,-0.0189326636870921,0.014450273595358,-0.0472551999339937,0.00938987255980956,0.190164220110991
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32698,0.0520505372218713,0.0275970628483879,-0.00203970596096895,0.106140780404712,0.059315622164824
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,32698,0.0421563386309666,0.0280112821984096,-0.0127457744779163,0.0970584517398496,0.13236569592928
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,32698,0.014280076945498,0.0201748808644033,-0.0252626895487326,0.0538228434397285,0.479079010620256
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,32698,0.0109899904618544,0.0150984288862528,-0.0186029301552011,0.0405829110789099,0.466700408389506
EFHD1,EF-hand domain-containing protein D1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,32698,0.0114428393692288,0.0106242827451893,-0.00938075481134215,0.0322664335497998,0.281489191555847
