Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,26958,76,6.85 [3.76-12.45],2.94459648046809e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADA2,Adenosine deaminase 2,27007,76,3.49 [2.40-5.07],5.491174074168385e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADAMTSL2,ADAMTS-like protein 2,23711,70,5.04 [3.01-8.43],7.677721574393891e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ANGPT2,Angiopoietin-2,27414,77,9.72 [6.83-13.84],1.799403297927918e-36
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,APOM,Apolipoprotein M,27232,76,0.13 [0.07-0.23],3.441966941562267e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,BGLAP,Osteocalcin,23711,70,2.35 [1.83-3.02],2.92832670554665e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,C7,Complement component C7,23190,70,9.39 [5.24-16.83],5.1492065882702e-14
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,27067,75,4.76 [2.91-7.79],4.90111719247058e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,COL6A3,Collagen alpha-3(VI) chain,27522,77,4.03 [2.70-6.01],7.884893682955012e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,CST3,Cystatin-C,27241,76,5.62 [3.39-9.31],2.162226781587524e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,CTSL,Cathepsin L1,27188,76,8.20 [4.37-15.38],5.8000701020752176e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,EBI3_IL27,Interleukin-27,27366,76,4.35 [2.87-6.58],3.966068600342521e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,EDN1,Endothelin-1,23097,67,6.95 [3.93-12.28],2.4754143796561148e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ESM1,Endothelial cell-specific molecule 1,27189,77,5.49 [3.32-9.08],3.056073902802279e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,FABP4,"Fatty acid-binding protein, adipocyte",27522,77,2.74 [2.01-3.75],2.660211567454267e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,FGF23,Fibroblast growth factor 23,27371,76,2.09 [1.75-2.49],1.568486785018098e-16
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,GAST,Gastrin,23662,69,1.51 [1.33-1.71],1.8088374727472175e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,GDF15,Growth/differentiation factor 15,27522,77,2.33 [1.83-2.96],6.162275544217477e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,HAVCR1,Hepatitis A virus cellular receptor 1,27377,77,2.12 [1.67-2.70],8.26671858323795e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,HBQ1,Hemoglobin subunit theta-1,27414,77,2.43 [1.90-3.12],1.7968491500211578e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,26961,76,4.76 [3.02-7.50],1.7752823439482964e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,IGFBP4,Insulin-like growth factor-binding protein 4,26822,74,2.74 [1.98-3.78],9.017731960539063e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,IGFBP7,Insulin-like growth factor-binding protein 7,27522,77,4.07 [2.80-5.92],1.9679278296484305e-13
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,KLK4,Kallikrein-4,27414,77,2.09 [1.65-2.63],6.243254209790172e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,LAG3,Lymphocyte activation gene 3 protein,27067,75,2.82 [2.06-3.85],7.027561825957078e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,LCN2,Neutrophil gelatinase-associated lipocalin,26355,76,2.91 [2.09-4.05],2.3376445245801124e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,LGALS9,Galectin-9,27185,77,5.15 [3.23-8.20],5.123472000755005e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,LMNB2,Lamin-B2,23662,69,4.69 [3.00-7.35],1.442692420124609e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,LTBP2,Latent-transforming growth factor beta-binding protein 2,27522,77,5.20 [3.29-8.22],1.852497587222334e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,MAMDC2,MAM domain-containing protein 2,23713,68,5.13 [3.19-8.24],1.3538645445083916e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,MATN2,Matrilin-2,27237,77,6.98 [3.84-12.68],1.7702239683065463e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,NFASC,Neurofascin,27470,75,7.57 [4.03-14.21],3.014526473712073e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,NPC2,NPC intracellular cholesterol transporter 2,23312,67,3.65 [2.63-5.06],8.515411139996867e-15
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,NPL,N-acetylneuraminate lyase,23713,68,3.13 [2.18-4.51],7.147806927047781e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,NPPB,Natriuretic peptides B,26689,72,2.49 [2.15-2.89],4.762823783011875e-33
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,NTproBNP,N-terminal prohormone of brain natriuretic peptide,27188,76,3.09 [2.67-3.57],8.0711768280827015e-53
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,PGF,Placenta growth factor,27470,75,3.43 [2.42-4.88],6.020826560674231e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,PLAUR,Urokinase plasminogen activator surface receptor,27014,76,7.96 [4.49-14.09],1.1062784920851962e-12
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,RBP7,Retinoid-binding protein 7,23594,69,2.10 [1.67-2.64],2.371960512961582e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,RELT,Tumor necrosis factor receptor superfamily member 19L,27188,75,5.44 [3.26-9.07],8.366682959055172e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,REN,Renin,27188,76,2.48 [2.10-2.94],5.416133303440057e-26
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,RNASE6,Ribonuclease K6,23548,66,2.65 [1.97-3.55],8.901907670467796e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,SHISA5,Protein shisa-5,23711,70,5.38 [3.45-8.37],9.935742079148208e-14
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,SIGLEC10,Sialic acid-binding Ig-like lectin 10,27140,77,3.63 [2.45-5.39],1.435871086032237e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,SIGLEC8,Sialic acid-binding Ig-like lectin 8,23097,67,4.28 [2.77-6.61],5.6357341252062505e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,THBS2,Thrombospondin-2,27188,75,3.09 [2.19-4.37],1.2207065076651935e-10
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,27000,76,3.10 [2.21-4.35],7.03619374052042e-11
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,VCAM1,Vascular cell adhesion protein 1,27232,76,6.57 [3.97-10.85],2.180895011106045e-13
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,YAP1,Transcriptional coactivator YAP1,23662,69,5.19 [3.08-8.76],6.315702904575052e-10
