Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,AGRN,Agrin,27706,922,1.58 [1.34-1.86],5.1377308885129494e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,AREG,Amphiregulin,27457,903,1.37 [1.22-1.53],4.843877029080685e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,ASGR1,Asialoglycoprotein receptor 1,27402,906,1.94 [1.62-2.34],1.8011859489529685e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,ATRAID,All-trans retinoic acid-induced differentiation factor,23868,782,1.42 [1.25-1.62],8.406703385787168e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,B2M,Beta-2-microglobulin,23997,789,1.40 [1.24-1.58],4.951237951026666e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,BST2,Bone marrow stromal antigen 2,27849,920,1.32 [1.21-1.45],2.2247123120496307e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CCL20,C-C motif chemokine 20,27920,920,1.19 [1.12-1.26],7.318729087786179e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CCL7,C-C motif chemokine 7,27568,907,1.27 [1.17-1.38],1.2067566259826122e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CD27,CD27 antigen,27643,907,1.61 [1.40-1.85],3.130733507446293e-11
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CD74,HLA class II histocompatibility antigen gamma chain,27849,920,1.57 [1.34-1.85],5.048571152371367e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CD79B,B-cell antigen receptor complex-associated protein beta chain,27920,920,1.49 [1.31-1.70],7.737630961970355e-10
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",23894,786,1.56 [1.34-1.82],1.0761454708770554e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CHGA,Chromogranin-A,23955,789,1.28 [1.20-1.38],2.8234453429707656e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CSF1,Macrophage colony-stimulating factor 1,27706,922,1.98 [1.61-2.43],8.657733303386311e-11
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,CTSZ,Cathepsin Z,27566,913,1.73 [1.44-2.08],4.856605868060331e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,DLL1,Delta-like protein 1,27643,907,1.77 [1.45-2.16],1.3856961156941956e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,EFNA1,Ephrin-A1,27522,908,1.81 [1.47-2.24],3.1795848074596385e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,EFNA4,Ephrin-A4,27353,905,1.83 [1.51-2.23],1.2592308496691694e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,EPHA2,Ephrin type-A receptor 2,26587,877,1.72 [1.42-2.07],1.4971815704008993e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,FSTL3,Follistatin-related protein 3,27524,917,1.66 [1.38-1.99],6.930130282294321e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,GAST,Gastrin,23894,786,1.19 [1.13-1.25],3.1040755083041506e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,GDF15,Growth/differentiation factor 15,27931,925,1.60 [1.46-1.74],6.998791370273563e-25
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,GFRA1,GDNF family receptor alpha-1,27798,917,1.90 [1.54-2.33],1.0785000017812786e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,HAVCR1,Hepatitis A virus cellular receptor 1,27794,916,1.32 [1.21-1.45],1.408917192056224e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,HAVCR2,Hepatitis A virus cellular receptor 2,27571,911,1.76 [1.49-2.07],1.1183424104134628e-11
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,23303,754,1.65 [1.41-1.94],6.260273001587655e-10
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,IGFBP4,Insulin-like growth factor-binding protein 4,27223,898,1.62 [1.42-1.86],1.4006810778759237e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,IL18R1,Interleukin-18 receptor 1,27920,920,1.59 [1.34-1.88],7.616207961466016e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,IL2RA,Interleukin-2 receptor subunit alpha,27409,906,1.54 [1.34-1.76],7.942995879450552e-10
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,LGALS4,Galectin-4,27563,918,1.34 [1.21-1.49],2.4693133541188426e-08
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,LGALS9,Galectin-9,27564,914,1.83 [1.54-2.17],9.68116349308806e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,NECTIN2,Nectin-2,27556,914,1.78 [1.46-2.17],8.938609905522168e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,NPC2,NPC intracellular cholesterol transporter 2,23556,777,1.85 [1.56-2.19],2.694175331202305e-12
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,OCLN,Occludin,23924,779,1.62 [1.40-1.87],4.247039604973928e-11
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PALM2,Paralemmin-2,23894,786,1.59 [1.36-1.85],8.29897438827161e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PDCD1,Programmed cell death protein 1,27789,916,1.49 [1.31-1.70],8.401467990395195e-10
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PGA4,Pepsin A-4,23981,781,1.42 [1.28-1.58],8.087721632263057e-11
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PGF,Placenta growth factor,27920,920,1.68 [1.43-1.97],2.9305497301051236e-10
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PIGR,Polymeric immunoglobulin receptor,27219,904,1.60 [1.38-1.86],1.3090047849909563e-09
Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,PLAUR,Urokinase plasminogen activator surface receptor,27374,911,1.84 [1.50-2.27],9.285211538718628e-09
