Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,ACE2,Angiotensin-converting enzyme 2,26674,147,1.86 [1.50-2.31],2.3502360870031477e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,BST2,Bone marrow stromal antigen 2,27430,150,1.69 [1.41-2.03],1.622712027918767e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,CHGA,Chromogranin-A,23600,129,1.52 [1.31-1.76],4.3211312008546e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,EFNA4,Ephrin-A4,26934,145,3.26 [2.21-4.82],2.848474653254172e-09
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,EPHA2,Ephrin type-A receptor 2,26193,144,3.15 [2.24-4.41],2.7599796783815606e-11
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,GAST,Gastrin,23541,132,1.39 [1.25-1.53],2.1776652790491244e-10
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,GDF15,Growth/differentiation factor 15,27495,152,1.95 [1.65-2.31],2.980880571592301e-15
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,HAVCR1,Hepatitis A virus cellular receptor 1,27375,151,1.71 [1.41-2.07],6.320520788177957e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,IGFBP4,Insulin-like growth factor-binding protein 4,26817,143,2.18 [1.65-2.89],5.4676989641542106e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,IL4R,Interleukin-4 receptor subunit alpha,27150,147,2.45 [1.76-3.41],9.721817941729469e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,KLK4,Kallikrein-4,27412,151,1.72 [1.45-2.03],4.296423691715033e-10
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,PLA2G15,Phospholipase A2 group XV,27230,149,3.83 [2.39-6.14],2.3819462914867344e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,REG3A,Regenerating islet-derived protein 3-alpha,27495,152,1.71 [1.41-2.08],8.17165246893517e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,REG4,Regenerating islet-derived protein 4,27190,149,2.18 [1.66-2.85],1.3574703282509793e-08
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,TFF1,Trefoil factor 1,27031,145,1.63 [1.40-1.90],1.8113554530517902e-10
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,TFF2,Trefoil factor 2,27239,149,2.11 [1.74-2.55],1.621965986208129e-14
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,26981,145,2.28 [1.73-3.01],4.131722507523669e-09
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,VSIG2,V-set and immunoglobulin domain-containing protein 2,23495,131,1.97 [1.57-2.48],5.784812684121261e-09
Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,WFDC2,WAP four-disulfide core domain protein 2,25742,142,2.90 [2.15-3.90],2.183480683368389e-12
