Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ACE2,Angiotensin-converting enzyme 2,26480,622,1.52 [1.36-1.71],9.660836823513673e-13
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ACTA2,"Actin, aortic smooth muscle",26480,622,1.41 [1.25-1.60],4.7173330110755766e-08
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ACVRL1,Serine/threonine-protein kinase receptor R3,26729,640,4.60 [3.56-5.95],2.7201108674623996e-31
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADA2,Adenosine deaminase 2,26779,637,1.78 [1.52-2.08],6.034061047030096e-13
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22735,542,1.65 [1.44-1.89],4.63615996676557e-13
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27176,652,2.13 [1.72-2.64],4.206928053780589e-12
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23313,559,2.15 [1.72-2.69],1.567790509756502e-11
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADAMTSL2,ADAMTS-like protein 2,23392,565,2.52 [2.05-3.10],1.9077376988500986e-18
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADGRD1,Adhesion G-protein coupled receptor D1,22874,556,1.76 [1.46-2.13],3.472411078873821e-09
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADGRG1,Adhesion G-protein coupled receptor G1,26840,643,1.32 [1.21-1.45],5.764493409017835e-10
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ADM,Pro-adrenomedullin,27199,656,5.41 [4.13-7.08],1.0675775881141163e-34
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,AGR2,Anterior gradient protein 2 homolog,26105,623,1.24 [1.16-1.33],1.3350032125538935e-09
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,AGRN,Agrin,27074,650,2.53 [2.14-2.98],2.009990889385864e-28
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ALCAM,CD166 antigen,27294,650,3.15 [2.25-4.39],1.73112896932167e-11
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",23374,568,1.49 [1.30-1.72],3.1156006000108334e-08
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,AMBP,Protein AMBP,27165,655,5.89 [4.17-8.32],8.196157213333006e-24
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ANGPT2,Angiopoietin-2,27199,656,2.30 [1.94-2.73],4.153803397071727e-22
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ANGPTL1,Angiopoietin-related protein 1,26559,634,2.00 [1.58-2.53],8.650981194973564e-09
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ANGPTL4,Angiopoietin-related protein 4,27032,649,1.88 [1.61-2.19],4.207622742457404e-16
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,AREG,Amphiregulin,26840,643,1.98 [1.75-2.23],1.646034368600901e-28
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ASGR1,Asialoglycoprotein receptor 1,26777,641,2.91 [2.39-3.54],8.944222766596071e-27
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ASGR2,Asialoglycoprotein receptor 2,23423,566,3.21 [2.40-4.29],3.844397467238738e-15
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,ATRAID,All-trans retinoic acid-induced differentiation factor,23313,559,1.56 [1.39-1.74],7.383415254088188e-15
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,B2M,Beta-2-microglobulin,23433,568,1.62 [1.47-1.78],3.431164694385687e-24
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,B4GALT1,"Beta-1,4-galactosyltransferase 1",27074,650,2.99 [2.39-3.74],7.47015445888374e-22
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,26305,625,1.44 [1.31-1.58],1.8784164275115154e-13
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BAMBI,BMP and activin membrane-bound inhibitor homolog,26305,625,2.05 [1.71-2.47],1.1440260885346607e-14
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BCAM,Basal cell adhesion molecule,26946,642,2.47 [1.90-3.22],1.8101085163823835e-11
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BMPER,BMP-binding endothelial regulator protein,22874,556,2.73 [2.23-3.34],1.71151272773786e-22
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BRK1,Protein BRICK1,26319,628,1.53 [1.31-1.78],3.8971906567454426e-08
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BSG,Basigin,27239,654,5.59 [4.05-7.71],9.163427995175152e-26
Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,BST2,Bone marrow stromal antigen 2,27216,652,1.73 [1.58-1.90],1.0251405820061815e-32
