Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,ADA2,Adenosine deaminase 2,22655,940,1.32 [1.16-1.50],2.2014159437290782e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,ADM,Pro-adrenomedullin,22949,954,1.49 [1.19-1.87],0.0004247920846265
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,AGRN,Agrin,22867,947,1.32 [1.12-1.54],0.000622394742902
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,AKR1B10,Aldo-keto reductase family 1 member B10,19286,761,1.21 [1.09-1.34],0.0001904540560418
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,AMBP,Protein AMBP,22912,953,1.87 [1.42-2.46],7.300351623247033e-06
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,AREG,Amphiregulin,22661,940,1.28 [1.12-1.46],0.0003016567921013
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,BTN2A1,Butyrophilin subfamily 2 member A1,22867,947,1.49 [1.21-1.83],0.0001351100913126
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCL20,C-C motif chemokine 20,22991,956,1.10 [1.04-1.17],0.0008186397404137
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCL21,C-C motif chemokine 21,22867,947,1.26 [1.12-1.42],0.0001125923646603
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCL25,C-C motif chemokine 25,22991,956,1.24 [1.10-1.39],0.0004476192035678
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCL3,C-C motif chemokine 3,22710,946,1.20 [1.11-1.29],1.492925150329128e-06
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCN3,CCN family member 3,23012,962,1.37 [1.17-1.61],9.75874365030237e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CCN4,CCN family member 4,22949,954,1.35 [1.18-1.55],2.017285311999589e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD27,CD27 antigen,22860,944,1.30 [1.14-1.48],8.60689790495027e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD300C,CMRF35-like molecule 6,22951,952,1.38 [1.18-1.62],6.864366371766442e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD300E,CMRF35-like molecule 2,22874,953,1.41 [1.23-1.60],3.320505082596015e-07
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD302,CD302 antigen,22661,940,1.47 [1.24-1.76],1.5824763754007473e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD5,T-cell surface glycoprotein CD5,22912,953,1.33 [1.15-1.55],0.0001446279074111
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD59,CD59 glycoprotein,21985,926,1.67 [1.33-2.08],7.563142540447776e-06
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD74,HLA class II histocompatibility antigen gamma chain,22951,952,1.44 [1.23-1.69],6.013828997461178e-06
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CD79B,B-cell antigen receptor complex-associated protein beta chain,22991,956,1.28 [1.13-1.44],5.057277756566872e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CDH3,Cadherin-3,22951,952,1.35 [1.16-1.57],0.0001010276430564
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CELA2A,Chymotrypsin-like elastase family member 2A,19826,784,0.80 [0.72-0.89],2.2145242404160823e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CHGA,Chromogranin-A,19826,784,1.16 [1.09-1.23],6.083344916453657e-06
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CHRDL1,Chordin-like protein 1,22828,947,1.43 [1.20-1.71],8.684452931456311e-05
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CKAP4,Cytoskeleton-associated protein 4,22890,951,1.61 [1.35-1.93],1.6624539743051225e-07
Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,CKB,Creatine kinase B-type,19826,784,1.26 [1.12-1.41],0.0001114066300329
