Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),ACTN2,Alpha-actinin-2,11865,59,1.93 [1.45-2.56],6.156925445179267e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),AMBP,Protein AMBP,14133,77,5.76 [2.47-13.44],5.104884598348096e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),B4GALT1,"Beta-1,4-galactosyltransferase 1",14097,76,3.47 [1.79-6.74],0.000232736036588
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),BRK1,Protein BRICK1,13754,75,2.05 [1.40-3.01],0.0002450583719424
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CA8,Carbonic anhydrase-related protein,11916,62,1.94 [1.48-2.55],1.7532384711312851e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CD14,Monocyte differentiation antigen CD14,13772,77,2.21 [1.42-3.45],0.0004475031011083
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CD27,CD27 antigen,14091,78,2.09 [1.37-3.18],0.0006135516268877
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CD276,CD276 antigen,14025,75,2.66 [1.50-4.74],0.0008495413889551
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",12265,63,2.23 [1.52-3.28],4.045286226149369e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),COL6A3,Collagen alpha-3(VI) chain,14212,78,2.62 [1.62-4.24],9.324054272643996e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),COL9A1,Collagen alpha-1(IX) chain,14003,76,2.06 [1.42-2.98],0.0001291577925061
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CSRP3,Cysteine and glycine-rich protein 3,11865,59,1.37 [1.15-1.63],0.000474043279071
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CXCL13,C-X-C motif chemokine 13,14142,78,1.48 [1.21-1.80],0.0001183376943199
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),CXCL17,C-X-C motif chemokine 17,14177,77,2.03 [1.36-3.02],0.0004880645607382
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",14091,78,2.54 [1.46-4.41],0.0009693129720586
