Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ACAN,Aggrecan core protein,16005,2173,1.55 [1.35-1.78],6.124816832189834e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ACE2,Angiotensin-converting enzyme 2,15856,2154,1.22 [1.14-1.31],1.2535862861601875e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ACTA2,"Actin, aortic smooth muscle",15856,2154,1.22 [1.13-1.31],3.0682350436545776e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ACTN2,Alpha-actinin-2,13619,1813,1.26 [1.18-1.36],1.7187087377759778e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ACVRL1,Serine/threonine-protein kinase receptor R3,15981,2170,1.60 [1.38-1.85],3.79958285994032e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,13694,1840,1.51 [1.33-1.71],1.6778166479715971e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,14035,1873,1.59 [1.38-1.82],9.972050876263602e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,16349,2215,0.73 [0.63-0.86],9.448257889108976e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,16218,2205,0.80 [0.73-0.87],2.642891353615124e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADIPOQ,Adiponectin,14126,1879,1.16 [1.09-1.24],6.670613643553298e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ADM,Pro-adrenomedullin,16287,2210,1.41 [1.22-1.64],5.737994732272655e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,AGR2,Anterior gradient protein 2 homolog,15685,2110,1.13 [1.09-1.17],4.018759944943653e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,AGRN,Agrin,16222,2201,1.21 [1.09-1.35],0.0004568273521751
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,AMBP,Protein AMBP,16261,2205,2.36 [1.97-2.83],9.68596060595155e-21
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ANGPT2,Angiopoietin-2,16287,2210,1.21 [1.09-1.34],0.0003239408662995
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ANGPTL1,Angiopoietin-related protein 1,15943,2158,1.40 [1.23-1.60],5.193070168120077e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ANGPTL4,Angiopoietin-related protein 4,16191,2197,1.21 [1.11-1.31],2.0288155329049e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ANXA10,Annexin A10,15805,2126,1.09 [1.04-1.14],0.0001073340025242
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ANXA5,Annexin A5,15759,2119,1.31 [1.16-1.48],2.2331529851285107e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,AREG,Amphiregulin,16079,2188,1.40 [1.29-1.51],1.153123103985728e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ASGR1,Asialoglycoprotein receptor 1,16006,2172,1.55 [1.36-1.75],1.1299992415353911e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ASGR2,Asialoglycoprotein receptor 2,14121,1881,1.72 [1.47-2.01],2.2093219757942563e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,ATRAID,All-trans retinoic acid-induced differentiation factor,14035,1873,1.45 [1.27-1.65],2.8398648462528024e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,B2M,Beta-2-microglobulin,14126,1879,1.29 [1.17-1.43],5.531597263216092e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,B4GALT1,"Beta-1,4-galactosyltransferase 1",16222,2201,1.54 [1.35-1.77],2.4035700075138503e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,BCAN,Brevican core protein,16006,2172,0.82 [0.74-0.92],0.000612983050609
