Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",ANGPTL2,Angiopoietin-related protein 2,22848,69,2.66 [1.62-4.36],0.0001023603793553
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",AREG,Amphiregulin,22713,67,2.43 [1.69-3.48],1.3177912011902113e-06
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",ASGR1,Asialoglycoprotein receptor 1,22622,68,2.94 [1.73-4.98],6.561714621486364e-05
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",BTN3A2,Butyrophilin subfamily 3 member A2,22769,68,2.05 [1.41-2.98],0.0001863025762538
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",C1QL2,Complement C1q-like protein 2,19275,50,0.30 [0.15-0.62],0.0009382596210893
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CA3,Carbonic anhydrase 3,23075,69,1.86 [1.38-2.51],4.411747281028379e-05
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CCL11,Eotaxin,23051,68,2.72 [1.54-4.80],0.0005747652615096
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CCL20,C-C motif chemokine 20,23051,68,1.41 [1.20-1.66],3.811005342748898e-05
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CD163,Scavenger receptor cysteine-rich type 1 protein M130,22950,69,2.18 [1.39-3.40],0.0006489218027851
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CD274,Programmed cell death 1 ligand 1,22622,68,2.75 [1.83-4.13],1.1317588559302586e-06
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CD300E,CMRF35-like molecule 2,22930,68,2.42 [1.59-3.69],4.094806007687058e-05
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CD74,HLA class II histocompatibility antigen gamma chain,23009,69,2.94 [1.77-4.88],3.041522647243524e-05
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,22052,65,1.64 [1.24-2.17],0.0005451477416738
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",CHI3L1,Chitinase-3-like protein 1,22370,68,1.69 [1.37-2.08],6.979762511412254e-07
