Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ABCA2,ATP-binding cassette sub-family A member 2,19071,651,1.32 [1.08-1.61],0.0067754708815559
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22153,781,1.15 [1.07-1.24],0.000318339500153
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACE2,Angiotensin-converting enzyme 2,22237,783,1.31 [1.18-1.46],5.734051911211569e-07
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACOT13,Acyl-coenzyme A thioesterase 13,19639,678,1.07 [1.01-1.15],0.0314677674056115
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACP1,Low molecular weight phosphotyrosine protein phosphatase,19158,648,0.81 [0.68-0.97],0.0218533532486056
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACP5,Tartrate-resistant acid phosphatase type 5,22781,803,1.40 [1.16-1.68],0.0003741402548983
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACP6,Lysophosphatidic acid phosphatase type 6,22809,810,1.10 [1.00-1.21],0.0475449418420075
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACTA2,"Actin, aortic smooth muscle",22237,783,1.45 [1.30-1.63],1.1960343154038756e-10
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACTN2,Alpha-actinin-2,19071,651,1.15 [1.02-1.30],0.0200519198150369
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACVRL1,Serine/threonine-protein kinase receptor R3,22427,796,1.95 [1.57-2.43],2.697615090087773e-09
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACY1,Aminoacylase-1,22662,806,1.14 [1.03-1.26],0.008865765276431
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19071,651,1.21 [1.07-1.38],0.0036700074491832
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADA,Adenosine deaminase,22884,809,1.25 [1.06-1.48],0.0081635601549127
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADA2,Adenosine deaminase 2,22549,801,1.63 [1.42-1.86],1.4280323020124545e-12
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19158,648,1.60 [1.30-1.97],1.1280770001586649e-05
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22237,783,1.33 [1.08-1.63],0.0065824270793336
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22805,812,1.64 [1.34-2.01],1.938204737868258e-06
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19639,678,1.62 [1.29-2.04],4.257803432353301e-05
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,22944,811,0.76 [0.58-0.98],0.032418530628435
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22558,803,1.28 [1.10-1.48],0.0016409863989936
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22237,783,1.23 [1.04-1.44],0.0142883586411349
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADAMTSL2,ADAMTS-like protein 2,19753,681,1.52 [1.24-1.87],4.64038235738019e-05
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRB3,Adhesion G protein-coupled receptor B3,22427,796,1.22 [1.01-1.46],0.0378411464677207
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRE1,Adhesion G protein-coupled receptor E1,19639,678,1.29 [1.13-1.47],0.000104265781848
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRE2,Adhesion G protein-coupled receptor E2,22761,805,1.33 [1.07-1.66],0.009418411455342
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRE5,Adhesion G protein-coupled receptor E5,22849,809,1.27 [1.05-1.54],0.0159477960768568
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRF5,Adhesion G protein-coupled receptor F5,19739,681,1.66 [1.28-2.16],0.000158551085046
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRG1,Adhesion G-protein coupled receptor G1,22558,803,1.16 [1.09-1.24],6.17628314909565e-06
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADGRG2,Adhesion G-protein coupled receptor G2,22662,806,0.61 [0.48-0.76],2.214313071300938e-05
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADH1B,All-trans-retinol dehydrogenase,19315,664,1.15 [1.05-1.27],0.0042364298605301
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,22237,783,1.09 [1.01-1.18],0.0240566759758781
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ADM,Pro-adrenomedullin,22848,811,2.31 [1.81-2.94],1.1770883968424718e-11
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AGR2,Anterior gradient protein 2 homolog,21954,776,1.16 [1.09-1.23],3.734536249895612e-06
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AGRN,Agrin,22761,805,1.77 [1.52-2.06],2.548677992358648e-13
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AGRP,Agouti-related protein,22884,809,1.16 [1.03-1.31],0.0153466000438501
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AGXT,Serine--pyruvate aminotransferase,22662,806,1.18 [1.09-1.28],3.9090331649710624e-05
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AHCY,Adenosylhomocysteinase,22662,806,1.11 [1.02-1.22],0.0196022590197667
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AIFM1,"Apoptosis-inducing factor 1, mitochondrial",22525,802,1.10 [1.04-1.17],0.0014515813877474
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AKR7L,Aflatoxin B1 aldehyde reductase member 4,19158,648,1.21 [1.10-1.34],0.0001826229657521
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ALCAM,CD166 antigen,22944,811,1.58 [1.15-2.15],0.0044562003322236
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",19691,678,1.26 [1.08-1.45],0.0024566031673677
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AMBP,Protein AMBP,22812,810,2.30 [1.72-3.09],2.1187590147657833e-08
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AMIGO2,Amphoterin-induced protein 2,22558,803,1.38 [1.06-1.81],0.0179771707062432
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANG,Angiogenin,22631,802,1.50 [1.26-1.79],5.142105123819684e-06
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPT1,Angiopoietin-1,22564,800,1.09 [1.01-1.17],0.0311348125510102
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPT2,Angiopoietin-2,22848,811,1.74 [1.49-2.04],1.7591417870523769e-12
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPTL1,Angiopoietin-related protein 1,22348,796,1.45 [1.17-1.81],0.0007864469841707
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPTL2,Angiopoietin-related protein 2,22689,801,1.21 [1.04-1.41],0.0155895849069043
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPTL4,Angiopoietin-related protein 4,22720,803,1.49 [1.30-1.72],1.7284554802892018e-08
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANGPTL7,Angiopoietin-related protein 7,22848,811,1.29 [1.09-1.53],0.0030765498041747
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",ANXA5,Annexin A5,22070,777,1.26 [1.03-1.55],0.0275052634865208
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",AOC3,Membrane primary amine oxidase,22784,806,1.47 [1.19-1.82],0.0003176508616106
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,22558,803,1.16 [1.02-1.32],0.0286610072784126
Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",APLP1,Amyloid-like protein 1,22662,806,0.80 [0.71-0.91],0.000442944677547
