Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ACE,Angiotensin-converting enzyme,13377,63,3.04 [1.45-6.36],0.0032522894514881
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,12902,60,1.87 [1.28-2.74],0.0013288086414367
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ACVRL1,Serine/threonine-protein kinase receptor R3,14995,72,3.32 [1.56-7.07],0.0018439731757374
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12975,60,3.50 [2.20-5.57],1.2500322868887676e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,12975,60,2.44 [1.60-3.73],3.4210159113759657e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,12975,60,2.24 [1.31-3.84],0.0032437263149875
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ADGRE1,Adhesion G protein-coupled receptor E1,13295,62,1.65 [1.09-2.47],0.016671750532895
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ADM,Pro-adrenomedullin,15270,71,4.45 [1.91-10.38],0.0005574348483979
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,AMIGO1,Amphoterin-induced protein 1,12998,61,1.59 [1.21-2.09],0.0008022542920139
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,AMOTL2,Angiomotin-like protein 2,13245,61,1.63 [1.14-2.34],0.0072267203414288
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,AOC3,Membrane primary amine oxidase,15244,71,0.49 [0.24-0.98],0.0437097480470884
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,APCS,Serum amyloid P-component,13259,61,0.48 [0.25-0.93],0.0307881596132192
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,APOA1,Apolipoprotein A-I,13398,62,0.33 [0.12-0.91],0.0317354064467849
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,APOC1,Apolipoprotein C-I,13375,61,0.55 [0.35-0.86],0.0092464646034331
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,APOM,Apolipoprotein M,15213,71,0.45 [0.28-0.75],0.0020969621511109
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ARHGEF5,Rho guanine nucleotide exchange factor 5,12923,61,1.37 [1.04-1.80],0.0245922862454729
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ASGR2,Asialoglycoprotein receptor 2,13377,63,2.88 [1.23-6.75],0.014626727038307
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,12902,60,2.48 [1.57-3.90],9.189909454627022e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,12902,60,1.64 [1.10-2.46],0.0162264028076291
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,ATRAID,All-trans retinoic acid-induced differentiation factor,13295,62,2.48 [1.72-3.58],1.19661642636807e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,B2M,Beta-2-microglobulin,13398,62,22.23 [2.13-231.93],0.0095310144863543
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,12902,60,2.60 [1.34-5.03],0.004738336425891
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,B4GAT1,"Beta-1,4-glucuronyltransferase 1",15140,71,0.41 [0.23-0.73],0.0023089023994386
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BAMBI,BMP and activin membrane-bound inhibitor homolog,14802,70,2.02 [1.04-3.92],0.036976742948529
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BCAN,Brevican core protein,15016,72,0.47 [0.26-0.86],0.0151124197124288
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",13374,60,2.27 [1.24-4.16],0.0078340029350325
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BCHE,Cholinesterase,13136,62,0.53 [0.31-0.90],0.0199712090672603
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,12902,60,2.56 [1.13-5.80],0.0247489134673181
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BMPER,BMP-binding endothelial regulator protein,13130,62,2.70 [1.20-6.10],0.0167041023519269
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,BOLA1,BolA-like protein 1,12923,61,1.45 [1.01-2.08],0.0451906682631788
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,C1QA,Complement C1q subcomponent subunit A,15241,72,2.72 [1.10-6.74],0.0306793227924548
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,C1RL,Complement C1r subcomponent-like protein,13371,62,4.56 [1.26-16.53],0.0209718296554491
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,C7,Complement component C7,13051,60,3.19 [1.47-6.92],0.0034547286408087
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,CALCB,Calcitonin gene-related peptide 2,13336,63,2.00 [1.46-2.75],1.875107881972329e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,CAPN3,Calpain-3,13305,62,0.43 [0.19-0.98],0.0445075408272404
