Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ACE2,Angiotensin-converting enzyme 2,20904,68,1.41 [1.01-1.98],0.046532469366829
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,17952,64,1.47 [1.01-2.15],0.046600985830185
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,21119,71,0.46 [0.26-0.82],0.0088741734978031
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,21513,74,0.57 [0.37-0.89],0.0139241217068421
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,21220,73,0.64 [0.44-0.95],0.0277543426997557
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,18030,60,0.45 [0.21-0.95],0.0363363070566008
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,21399,74,0.45 [0.29-0.70],0.000390002139036
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ADAMTSL4,ADAMTS-like protein 4,18117,62,2.77 [1.03-7.40],0.0429606852960038
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",21207,73,1.38 [1.12-1.71],0.0025261194745511
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,APCS,Serum amyloid P-component,18428,63,2.84 [1.32-6.12],0.0076854136994507
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,BCAN,Brevican core protein,21119,71,0.49 [0.27-0.88],0.0168728198650279
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,BCHE,Cholinesterase,18238,62,2.93 [1.14-7.49],0.0249673574770215
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,BMP6,Bone morphogenetic protein 6,20877,68,0.49 [0.31-0.78],0.0028869069730645
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,21484,72,0.66 [0.49-0.89],0.0071107629201298
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,BTLA,B- and T-lymphocyte attenuator,17910,61,1.21 [1.01-1.46],0.0441182183968989
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,C1RL,Complement C1r subcomponent-like protein,18576,64,4.25 [1.21-14.95],0.0243615007788229
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,C7orf50,Uncharacterized protein C7orf50,18550,62,2.07 [1.29-3.33],0.0027008420846769
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CA6,Carbonic anhydrase 6,21276,72,0.72 [0.52-1.00],0.0493815239543507
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CASP9,Caspase-9,18030,60,0.57 [0.37-0.89],0.0128634362587959
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CBLN4,Cerebellin-4,21484,73,0.48 [0.27-0.85],0.0111047350385072
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CCL16,C-C motif chemokine 16,21572,74,1.63 [1.08-2.45],0.0195920968734865
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CD200,OX-2 membrane glycoprotein,21252,74,0.43 [0.20-0.95],0.0357068665345256
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CD34,Hematopoietic progenitor cell antigen CD34,21421,72,0.32 [0.13-0.75],0.0090882805280901
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CD93,Complement component C1q receptor,20529,70,0.43 [0.21-0.87],0.0184225521772916
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,20589,68,1.46 [1.08-1.98],0.0145706664327785
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,18589,64,1.66 [1.13-2.44],0.009139617416184
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CHAD,Chondroadherin,18186,61,0.56 [0.35-0.90],0.0154699610990721
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,CNTN5,Contactin-5,21352,72,0.55 [0.31-0.97],0.0384642785496788
Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,COCH,Cochlin,18575,64,0.56 [0.32-0.96],0.0351833079894276
