Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,A1BG,Alpha-1B-glycoprotein,18972,427,0.55 [0.32-0.93],0.025857290330021
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ABCA2,ATP-binding cassette sub-family A member 2,18297,409,0.72 [0.55-0.95],0.0215136223662587
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACAN,Aggrecan core protein,21504,480,1.57 [1.17-2.10],0.0025636708046483
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACE2,Angiotensin-converting enzyme 2,21319,483,1.34 [1.17-1.54],1.6653033127306292e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACTA2,"Actin, aortic smooth muscle",21319,483,1.21 [1.02-1.42],0.0252285926431953
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACTN2,Alpha-actinin-2,18297,409,1.18 [1.01-1.38],0.0368168777016091
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADGRE1,Adhesion G protein-coupled receptor E1,18850,425,0.81 [0.68-0.96],0.0175790393826903
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADGRG2,Adhesion G-protein coupled receptor G2,21725,491,1.66 [1.24-2.24],0.0007474357111929
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AGER,Advanced glycosylation end product-specific receptor,21690,494,0.80 [0.66-0.97],0.0216022816300066
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AGR3,Anterior gradient protein 3,21201,477,1.18 [1.03-1.34],0.0146219943046563
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AGT,Angiotensinogen,18949,428,1.52 [1.06-2.18],0.0226111067876554
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AHNAK,Neuroblast differentiation-associated protein AHNAK,18473,418,1.40 [1.06-1.84],0.0186253013797882
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ALPI,Intestinal-type alkaline phosphatase,18387,417,1.09 [1.01-1.17],0.0318081589204621
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AMBP,Protein AMBP,21876,499,1.66 [1.14-2.43],0.0086342693814848
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,18954,429,0.62 [0.44-0.87],0.0061498829004881
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ANGPTL7,Angiopoietin-related protein 7,21911,500,1.31 [1.06-1.63],0.0123618033826204
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ANKRA2,Ankyrin repeat family A protein 2,18259,410,0.79 [0.66-0.95],0.0120829173842055
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,APOA4,Apolipoprotein A-IV,18972,427,1.31 [1.04-1.66],0.0214519072700398
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ARHGAP25,Rho GTPase-activating protein 25,21245,478,0.86 [0.75-1.00],0.0462124322345903
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ARHGAP30,Rho GTPase-activating protein 30,18610,421,0.74 [0.55-0.99],0.0457306092335453
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ASAH2,Neutral ceramidase,21537,489,1.19 [1.01-1.40],0.0369629112864741
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ASGR1,Asialoglycoprotein receptor 1,21537,489,1.40 [1.08-1.82],0.0115545800787329
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ATP5PO,"ATP synthase subunit O, mitochondrial",21239,486,0.75 [0.61-0.93],0.0072200622782182
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BABAM1,BRISC and BRCA1-A complex member 1,18387,417,0.68 [0.47-0.97],0.0340060259429093
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BAG3,BAG family molecular chaperone regulator 3,21503,489,1.29 [1.05-1.59],0.0142959358068649
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BAMBI,BMP and activin membrane-bound inhibitor homolog,21245,478,0.61 [0.45-0.81],0.000701940219598
