Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.107488617902377,1,2.63695232846514,610,Adipose Tissue
Adrenal Gland,0.1265559684508,2,2.64387346318552,159,Adrenal Gland
Artery,0.592926600672073,3,4.64914979757085,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.107488617902377,3,1.50047039147023,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0940733819892488,1,2.2484727443609,11,Cervix Uteri
Colon,0.592926600672073,2,9.24142926122646,377,Colon
Esophagus,0.172051960482454,2,3.41462979482605,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,1.18787239324727,486,Heart
Kidney,0.592926600672073,3,5.97222800083212,36,Kidney
Liver,0.0514990681357586,1,1.64057946168352,141,Liver
Lung,0.0,0,0.0,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.107488617902377,1,3.03408370323399,331,Nerve
Ovary,0.107488617902377,1,2.76735106998265,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0514990681357586,1,1.72485580389329,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,0,0.0,71,Salivary Gland
Skin,0.1265559684508,2,2.58950074414829,659,Skin
Small Intestine,0.0,0,0.0,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.107488617902377,1,3.42624418188328,206,Stomach
Testis,0.0,1,0.683389273727058,203,Testis
Thyroid,0.531400809760885,2,6.25661981039555,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
