Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.472819645669278,3,3.15478021978022,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,1.15270109340791,9,3.05452901120726,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.53167359969901,2,6.27096985583224,377,Colon
Esophagus,0.249415139416123,2,2.31707021791768,790,Esophagus
Fallopian Tube,0.0966089440522468,1,2.10967813051146,7,Fallopian Tube
Heart,0.0,1,0.806056266846361,486,Heart
Kidney,0.263559404391289,2,2.70172219085263,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0122945923567493,1,1.09191008671839,374,Lung
Muscle,0.0282999047714387,1,1.26580687830688,469,Muscle
Nerve,0.0966089440522468,1,2.05884251290878,331,Nerve
Ovary,0.0958264703910696,1,1.8778453689168,110,Ovary
Pancreas,0.0931801530631812,1,1.70883928571429,199,Pancreas
Pituitary,0.249415139416123,2,2.34087573385519,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.691533840686491,3,5.10101279317697,71,Salivary Gland
Skin,0.0,1,0.878580609621741,659,Skin
Small Intestine,0.337744332633006,2,3.2395057549086,103,Small Intestine
Spleen,0.0,1,0.689048099078341,118,Spleen
Stomach,0.472819645669278,2,4.64990281827016,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.770730272102935,3,6.36834516415262,360,Thyroid
Uterus,0.417763213996772,1,10.3566017316017,93,Uterus
Vagina,0.210985254843995,1,3.41767857142857,95,Vagina
