Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.208691279147598,1,4.20637362637363,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,0,0.0,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.224932431013587,1,12.5419397116645,377,Colon
Esophagus,0.208691279147598,1,4.63414043583535,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,0,0.0,486,Heart
Kidney,1.6648878838351,3,16.2103331451158,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0,0,0.0,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.208691279147598,1,4.68175146771037,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.224932431013587,1,6.80135039090263,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.224932431013587,1,6.4790115098172,103,Small Intestine
Spleen,0.0908728252981415,1,2.75619239631336,118,Spleen
Stomach,0.224932431013587,1,9.29980563654033,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.224932431013587,1,8.49112688553682,360,Thyroid
Uterus,0.460624414538133,1,41.4264069264069,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
