Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.102952765488628,1,5.01020942408377,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,0,0.0,1401,Brain
Breast,0.0,1,2.27304038004751,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,1.25802157896087,2,17.5587155963303,377,Colon
Esophagus,0.0,0,0.0,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,2.25695754716981,486,Heart
Kidney,1.49555375597414,3,11.347233201581,36,Kidney
Liver,0.534427078588823,2,6.2342019543974,141,Liver
Lung,0.0,0,0.0,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0177390851752386,1,3.27722602739726,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.102952765488628,1,4.76094527363184,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,1.49555375597414,3,13.6059241706161,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.102952765488628,1,6.50986394557823,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
