Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.100988783873851,2,1.21459622402031,610,Adipose Tissue
Adrenal Gland,0.0,1,0.304446035154697,159,Adrenal Gland
Artery,0.0,2,0.713808857808858,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,6,0.691125756071138,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0546609359310918,2,1.03566017316017,11,Cervix Uteri
Colon,2.23976063807206,6,6.38498748957465,377,Colon
Esophagus,0.337544192533179,5,1.96599897277863,790,Esophagus
Fallopian Tube,0.335522703063564,3,2.14803591470258,7,Fallopian Tube
Heart,0.335522703063564,6,1.64142367066895,486,Heart
Kidney,0.335522703063564,4,1.83389627500299,36,Kidney
Liver,0.337544192533179,5,1.88915210739315,141,Liver
Lung,2.23976063807206,10,3.70587665795334,374,Lung
Muscle,0.118339111967074,3,1.28882154882155,469,Muscle
Nerve,0.118339111967074,2,1.39751734209566,331,Nerve
Ovary,0.100988783873851,2,1.27465867465867,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,2,0.79447903694479,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.754920878803015,5,2.88542137795869,71,Salivary Gland
Skin,0.600273012735248,7,2.08729453922256,659,Skin
Small Intestine,1.09802737289218,6,3.2984058595433,103,Small Intestine
Spleen,1.09802737289218,10,2.33858748778104,118,Spleen
Stomach,0.124637046585144,2,1.57814883529169,206,Stomach
Testis,0.0,3,0.472159861847786,203,Testis
Thyroid,0.0,1,0.720459250894034,360,Thyroid
Uterus,0.255842015695713,1,3.51496786042241,93,Uterus
Vagina,0.287739023252953,2,2.31987878787879,95,Vagina
