Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.6033637553002,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,1,1.3562216553288,11,Cervix Uteri
Colon,0.0,1,2.78709771370322,377,Colon
Esophagus,0.0,0,0.0,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,0.716494459418988,486,Heart
Kidney,2.27774662784018,6,7.20459250894034,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0,2,1.94117348749937,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,1,1.6691958834816,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,1.51141119797836,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.0,1,1.43978033551493,103,Small Intestine
Spleen,1.76355036705017,7,4.28741039426523,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,1,0.412203053994099,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
