Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,1,2.0875872600349,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,1,1.22685897435897,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.791914928831513,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,1,1.78004092261905,11,Cervix Uteri
Colon,0.0,1,3.65806574923547,377,Colon
Esophagus,0.0,0,0.0,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,0.940398977987421,486,Heart
Kidney,0.0,2,3.1520092226614,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0,2,2.54779020234292,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,1,2.1908195970696,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,1.9837271973466,71,Salivary Gland
Skin,0.0,1,1.02501071122536,659,Skin
Small Intestine,0.0,0,0.0,103,Small Intestine
Spleen,2.19360265444755,7,5.62722614247312,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,1,2.47657867494824,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
