Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.613095428772784,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0268756015614398,1,1.37809619815668,11,Cervix Uteri
Colon,0.103904351045132,1,2.83205090263392,377,Colon
Esophagus,1.41435249061781,5,5.23209404045927,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,0.728050821667681,486,Heart
Kidney,0.195820626504527,2,2.44026520464108,36,Kidney
Liver,0.400786116388679,3,3.01654933277293,141,Liver
Lung,0.869389447581589,4,3.94496547459549,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0316541229545838,1,1.6961183977313,110,Ovary
Pancreas,0.0316541229545838,1,1.54346774193548,199,Pancreas
Pituitary,0.149938261574692,2,2.11433937251436,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0316541229545838,1,1.53578879794575,71,Salivary Gland
Skin,0.0,1,0.793556679658346,659,Skin
Small Intestine,0.266624644986011,2,2.92600519798196,103,Small Intestine
Spleen,2.25811681126206,8,4.97892819979188,118,Spleen
Stomach,0.400786116388679,2,4.1999122229537,206,Stomach
Testis,0.0,1,0.418851490348842,203,Testis
Thyroid,0.0316541229545838,1,1.91735123221799,360,Thyroid
Uterus,0.375708227473308,1,9.35434995112414,93,Uterus
Vagina,1.39281163748946,3,9.2608064516129,95,Vagina
