Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,1,1.17887280566677,610,Adipose Tissue
Adrenal Gland,0.0,2,1.18196696001235,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,5,1.11799754658567,1401,Brain
Breast,0.0,1,0.534833030599413,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,1.86420624226886,4,8.26292498650836,377,Colon
Esophagus,0.0,2,1.52654037886341,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,1.69419694008591,7,3.71734184239734,486,Heart
Kidney,0.303860654618919,3,2.66993722390142,36,Kidney
Liver,1.16188682353593,5,3.66717762023376,141,Liver
Lung,0.0,2,1.43875211426424,374,Lung
Muscle,1.86420624226886,6,5.00366013071895,469,Muscle
Nerve,0.214801654964021,2,2.7128277817151,331,Nerve
Ovary,0.0,1,1.2371687136393,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,2,1.54222401289283,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,1.12022241732514,71,Salivary Gland
Skin,0.0,1,0.578829578103735,659,Skin
Small Intestine,1.98798991987404,6,6.40278784499582,103,Small Intestine
Spleen,0.0,2,0.90792220113852,118,Spleen
Stomach,0.240103879856618,2,3.06346538615446,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,1,1.39853854585312,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
