Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.39293983298815,1,9.8148717948718,747,Artery
Bladder,1.07286490615674,1,113.922619047619,13,Bladder
Brain,0.0951264177931913,1,3.16765971532605,1401,Brain
Breast,0.392198750060657,1,7.57680126682502,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,1.86095954559463,2,58.5290519877676,377,Colon
Esophagus,0.39293983298815,1,10.8129943502825,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.392198750060657,1,7.52319182389937,486,Heart
Kidney,1.43706761828397,2,25.2160737812912,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0,0,0.0,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.490529481695072,1,17.5265567765568,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.530284129291592,1,24.165404040404,121,Prostate
Salivary Gland,0.0,0,0.0,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.0,0,0.0,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
