Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.25674227441119,1,5.89436402833385,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.214189629716543,1,3.46407239819005,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,1,1.11799754658567,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.25674227441119,1,10.3286562331355,377,Colon
Esophagus,0.214189629716543,1,3.81635094715852,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,0,0.0,486,Heart
Kidney,0.349502137183602,2,8.89979074633806,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.349502137183602,2,7.19376057132118,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.25674227441119,1,6.78206945428774,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.214189629716543,1,3.85556003223207,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.25674227441119,1,5.60111208662569,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.25674227441119,1,5.33565653749652,103,Small Intestine
Spleen,0.0950284376496628,1,2.2698055028463,118,Spleen
Stomach,0.25674227441119,1,7.65866346538615,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.25674227441119,1,6.99269272926562,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
