Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.591714476745503,2,5.90983480006176,159,Adrenal Gland
Artery,0.620501924833908,2,6.92814479638009,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.560715081937683,3,3.353992639757,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.35802164630247,1,5.02599789915966,11,Cervix Uteri
Colon,1.0732293438475,2,20.6573124662709,377,Colon
Esophagus,0.0,0,0.0,790,Esophagus
Fallopian Tube,0.362787281125891,1,6.94952795933188,7,Fallopian Tube
Heart,1.0732293438475,3,7.96573251942286,486,Heart
Kidney,0.697259940687748,2,8.89979074633806,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.295370830869849,1,3.59688028566059,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.295370830869849,1,3.85556003223207,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.35802164630247,1,5.60111208662569,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.35802164630247,1,5.33565653749652,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.362787281125891,1,7.65866346538615,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.362787281125891,1,6.99269272926562,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
