Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.950297914597815,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.0052160843764092,1,4.38967889908257,377,Colon
Esophagus,0.0,1,1.62194915254237,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,0,0.0,486,Heart
Kidney,0.0,1,1.89120553359684,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.0052160843764092,2,3.0573482428115,374,Lung
Muscle,0.0,1,1.77212962962963,469,Muscle
Nerve,0.0877248699260801,2,5.76475903614458,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,2.38047263681592,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.0877248699260801,2,4.53530805687204,103,Small Intestine
Spleen,0.0877248699260801,3,2.89400201612903,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0052160843764092,1,4.78475,95,Vagina
