Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.522744711742356,2,4.9074358974359,747,Artery
Bladder,0.698155002680677,1,28.4806547619048,13,Bladder
Brain,0.154414478880946,2,1.58382985766303,1401,Brain
Breast,0.395816802732796,2,3.78840063341251,215,Breast
Cervix Uteri,0.169207414478468,1,3.56008184523809,11,Cervix Uteri
Colon,3.71062758383233,4,29.2645259938838,377,Colon
Esophagus,0.169207414478468,1,2.70324858757062,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.122543429977083,1,1.88079795597484,486,Heart
Kidney,3.71062758383233,5,15.760046113307,36,Kidney
Liver,0.169207414478468,1,2.59758414766558,141,Liver
Lung,0.169207414478468,1,2.54779020234292,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.754385897190836,2,9.60793172690763,331,Nerve
Ovary,0.180018981866895,1,4.38163919413919,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.169207414478468,1,2.73102168949772,126,Pituitary
Prostate,0.255652147437673,1,6.04135101010101,121,Prostate
Salivary Gland,0.0,0,0.0,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.698155002680677,2,7.5588467614534,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
