Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.395094952576423,4,2.19025548593826,610,Adipose Tissue
Adrenal Gland,0.0586569015718428,4,1.09800209400055,159,Adrenal Gland
Artery,0.0,2,0.643598150483396,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0586569015718428,10,1.03857695584461,1401,Brain
Breast,0.0,1,0.248419713666394,215,Breast
Cervix Uteri,0.124980215936681,3,1.40068793911007,11,Cervix Uteri
Colon,0.920654427764304,4,3.83797062214869,377,Colon
Esophagus,0.50775462762367,6,2.12714642956377,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,3,0.739986081039282,486,Heart
Kidney,1.52762226715189,8,3.30702606967753,36,Kidney
Liver,0.50775462762367,6,2.04400064078603,141,Liver
Lung,5.2880010626215,15,5.01204629969099,374,Lung
Muscle,0.0,1,0.387350738716859,469,Muscle
Nerve,0.0,1,0.630028309961156,331,Nerve
Ovary,0.217134198269465,3,1.72392361736624,110,Ovary
Pancreas,0.0,1,0.52292349726776,199,Pancreas
Pituitary,0.0,1,0.35816677895052,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.387471525020875,4,2.08128755131447,71,Salivary Gland
Skin,0.0586569015718428,4,1.07542107407251,659,Skin
Small Intestine,0.378695038290487,4,1.98264833087302,103,Small Intestine
Spleen,8.68782162676699,24,5.06054997355896,118,Spleen
Stomach,0.0,1,0.711460540500353,206,Stomach
Testis,0.0,1,0.141905969407805,203,Testis
Thyroid,0.277884859285899,3,1.9487832196314,360,Thyroid
Uterus,0.217134198269465,1,3.1692333167743,93,Uterus
Vagina,0.947174737464123,4,4.18338797814208,95,Vagina
