Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.195107491704244,3,2.59148763314678,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,1,0.507665782493369,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,4,0.655377872136424,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.557732709428784,3,4.54104713698197,377,Colon
Esophagus,0.0,2,1.11858562244302,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,2,0.778261223162004,486,Heart
Kidney,0.0570443218505513,3,1.95641951751397,36,Kidney
Liver,0.0570443218505513,3,1.61229360889588,141,Liver
Lung,1.3633235871216,7,3.68990305166905,374,Lung
Muscle,0.0,1,0.611079182630907,469,Muscle
Nerve,0.0570443218505513,2,1.98784794349813,331,Nerve
Ovary,0.0570443218505513,2,1.81309208033346,110,Ovary
Pancreas,0.0,1,0.824956896551724,199,Pancreas
Pituitary,0.0,1,0.565038970240907,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0416811574488342,2,1.6417052667696,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.542125841852526,4,3.12779865991175,103,Small Intestine
Spleen,2.20474132453262,11,3.65908300889878,118,Spleen
Stomach,0.0,1,1.12239033544452,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0570443218505513,2,2.0495823516813,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,1,1.64991379310345,95,Vagina
