Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.173873382237262,1,4.55473584007615,610,Adipose Tissue
Adrenal Gland,0.160238774245466,1,2.28334526366022,159,Adrenal Gland
Artery,0.173873382237262,1,2.67678321678322,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.173873382237262,2,1.72781439017785,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.173873382237262,1,7.98123436196831,377,Colon
Esophagus,0.173873382237262,1,2.94899845916795,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.173873382237262,2,4.10355917667238,486,Heart
Kidney,0.26722393619988,2,6.87711103126123,36,Kidney
Liver,0.173873382237262,1,2.83372816108972,141,Liver
Lung,0.0,0,0.0,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.173873382237262,1,4.34977272727273,199,Pancreas
Pituitary,0.173873382237262,1,2.97929638854296,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.173873382237262,1,4.32813206693804,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.173873382237262,1,4.12300732442913,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.173873382237262,1,5.91805813234385,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.26722393619988,1,26.362258953168,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
