Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.748411140153298,3,4.07299425409662,159,Adrenal Gland
Artery,0.0962384644333413,1,1.59160083160083,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.194580151492833,3,1.54102364529375,1401,Brain
Breast,0.0437415622487391,1,1.22867047570135,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.283476053153732,1,4.74559880981899,377,Colon
Esophagus,3.54153665388579,6,10.5207512597343,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.283476053153732,2,2.43995410504844,486,Heart
Kidney,0.15165235791018,1,2.04454652280739,36,Kidney
Liver,0.417987903419924,2,3.36983889426886,141,Liver
Lung,0.887476541025664,3,4.95786201537,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.699664041487622,2,5.68428868428868,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,1.30595169773587,3,7.72045179507866,71,Salivary Gland
Skin,3.04848522022155,6,7.97846175224067,659,Skin
Small Intestine,0.186419135678523,1,2.45151786857948,103,Small Intestine
Spleen,0.255569089804698,2,2.08576721883174,118,Spleen
Stomach,0.255569089804698,1,3.51884537598823,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.648916089666873,1,15.6748566748567,93,Uterus
Vagina,5.98554428318586,6,31.0362162162162,95,Vagina
