Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,1,1.06600200512421,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,1,0.626481178396072,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,3,0.606573136977329,1401,Brain
Breast,0.0,3,1.4508768383282,215,Breast
Cervix Uteri,0.244937864279324,3,2.7268712006079,11,Cervix Uteri
Colon,1.22621267190567,4,7.47179387077884,377,Colon
Esophagus,0.0,2,1.38038225748287,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,0,0.0,486,Heart
Kidney,0.0,2,1.60953662433773,36,Kidney
Liver,0.0329348146464005,3,1.98963892161619,141,Liver
Lung,1.18975886342526,6,3.90299775678064,374,Lung
Muscle,0.0,1,0.754097714736013,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,1,1.11871638999299,110,Ovary
Pancreas,0.0,1,1.01803191489362,199,Pancreas
Pituitary,0.0,1,0.697282133488779,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,2,2.02593415899227,71,Salivary Gland
Skin,0.0,2,1.04681944976207,659,Skin
Small Intestine,0.244937864279324,3,2.89487748310981,103,Small Intestine
Spleen,0.968745446934132,7,2.87347717913521,118,Spleen
Stomach,0.0,1,1.38507743522941,206,Stomach
Testis,0.0,1,0.276263748953492,203,Testis
Thyroid,0.0,1,1.26463591912251,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,1,2.03606382978723,95,Vagina
