Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,1,1.51824528002538,610,Adipose Tissue
Adrenal Gland,0.0,1,0.761115087886742,159,Adrenal Gland
Artery,0.0,1,0.892261072261072,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,4,1.15187626011856,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,1,1.29457521645022,11,Cervix Uteri
Colon,0.73561814322701,3,7.98123436196831,377,Colon
Esophagus,0.0,1,0.982999486389317,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0239667559523286,3,2.05177958833619,486,Heart
Kidney,0.0239667559523286,2,2.29237034375374,36,Kidney
Liver,0.0239667559523286,2,1.88915210739315,141,Liver
Lung,0.0239667559523286,2,1.85293832897667,374,Lung
Muscle,0.689610002488105,4,4.29607182940516,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,1,1.59332334332334,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0239667559523286,2,1.98619759236198,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,1.44271068897935,71,Salivary Gland
Skin,0.0,2,1.49092467087326,659,Skin
Small Intestine,0.0239667559523286,2,2.74867154961942,103,Small Intestine
Spleen,0.0,1,0.584646871945259,118,Spleen
Stomach,0.0534825888863134,2,3.94537208822923,206,Stomach
Testis,0.0,1,0.393466551539822,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
