Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.013068089369354,1,1.85563312003103,610,Adipose Tissue
Adrenal Gland,0.0,1,0.930251774083795,159,Adrenal Gland
Artery,0.0,1,1.09054131054131,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.703924381183567,1401,Brain
Breast,0.0,1,0.841866807425002,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.657295963941152,2,6.50322799864084,377,Colon
Esophagus,0.185854595754083,2,2.40288763339611,790,Esophagus
Fallopian Tube,0.013068089369354,1,2.18781435756744,7,Fallopian Tube
Heart,0.657295963941152,4,3.34364081062194,486,Heart
Kidney,0.237108175408089,2,2.80178597569902,36,Kidney
Liver,0.569904708296504,3,3.46344553022077,141,Liver
Lung,4.43516387747413,8,9.05880960833037,374,Lung
Muscle,0.0,1,1.31268861454047,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,1.77744953109756,4,7.78958078958079,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,1,1.21378741755454,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.013068089369354,1,1.76331306430809,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.305592149956636,2,3.35948744953484,103,Small Intestine
Spleen,4.50664103826755,10,7.14568399044205,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.145449027190874,1,3.54425925925926,95,Vagina
