Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,3.04059330807764,10,4.43381364963165,610,Adipose Tissue
Adrenal Gland,0.0,1,0.222272547789933,159,Adrenal Gland
Artery,0.0,4,1.04228727025187,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,8,0.67277728467102,1401,Brain
Breast,0.0,4,0.80461606373363,215,Breast
Cervix Uteri,0.0,3,1.13418536662453,11,Cervix Uteri
Colon,0.0113937725554056,2,1.55386863684339,377,Colon
Esophagus,0.0,4,1.14828258587071,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,4,0.798923025546836,486,Heart
Kidney,0.0113937725554056,4,1.33890657245794,36,Kidney
Liver,0.0,3,0.827548931999654,141,Liver
Lung,3.04059330807764,13,3.51730328819022,374,Lung
Muscle,0.0,3,0.940953785644051,469,Muscle
Nerve,0.0,1,0.510155666915449,331,Nerve
Ovary,0.154922960592231,4,1.86122726830691,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,2,0.580040004849073,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.109733243417082,4,1.68529036234755,71,Salivary Gland
Skin,0.0,4,0.87080555997907,659,Skin
Small Intestine,0.223847936049186,5,2.00677347649205,103,Small Intestine
Spleen,3.11795688294008,18,3.07327647730517,118,Spleen
Stomach,0.0,2,1.1521883089519,206,Stomach
Testis,0.0,4,0.459624644276606,203,Testis
Thyroid,0.223847936049186,4,2.1039960424339,360,Thyroid
Uterus,0.0113937725554056,1,2.56623759721105,93,Uterus
Vagina,0.650753825099711,4,3.38743362831858,95,Vagina
