Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.389779558014338,4,2.29038145100972,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,2,0.67301978021978,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,4,0.434421903816144,1401,Brain
Breast,0.0,3,0.779328130302002,215,Breast
Cervix Uteri,0.0,2,0.976479591836735,11,Cervix Uteri
Colon,3.02916503764522,7,7.02348623853211,377,Colon
Esophagus,0.510071661550859,6,2.22438740920097,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,3,0.773814016172507,486,Heart
Kidney,0.0,2,0.86455110107284,36,Kidney
Liver,0.77669731454358,7,2.49368078175896,141,Liver
Lung,3.73083014818471,13,4.54234596074852,374,Lung
Muscle,0.0,1,0.405058201058201,469,Muscle
Nerve,0.0,1,0.658829604130809,331,Nerve
Ovary,0.0,2,1.20182103610675,110,Ovary
Pancreas,0.0,1,0.546828571428571,199,Pancreas
Pituitary,0.0,1,0.37454011741683,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.125604414693038,3,1.63232409381663,71,Salivary Gland
Skin,0.125604414693038,5,1.40572897539479,659,Skin
Small Intestine,0.331962098423214,4,2.0732836831415,103,Small Intestine
Spleen,2.19487317335029,13,2.8664400921659,118,Spleen
Stomach,0.0,1,0.743984450923226,206,Stomach
Testis,0.0,4,0.593572397751502,203,Testis
Thyroid,0.0,2,1.35858030168589,360,Thyroid
Uterus,0.125604414693038,1,3.31411255411255,93,Uterus
Vagina,0.510071661550859,3,3.28097142857143,95,Vagina
