Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.93549351024503,6,2.46403742168054,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0559461949382788,4,0.965397225725095,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0559461949382788,12,0.934719260260146,1401,Brain
Breast,0.186934493199952,7,1.30420349674857,215,Breast
Cervix Uteri,0.786328780307941,6,2.10103190866511,11,Cervix Uteri
Colon,2.45393900642147,7,5.03733644157016,377,Colon
Esophagus,0.93549351024503,8,2.12714642956377,790,Esophagus
Fallopian Tube,0.163355255154735,3,1.45256527018822,7,Fallopian Tube
Heart,0.0,3,0.554989560779462,486,Heart
Kidney,0.894672825626575,7,2.17023585822588,36,Kidney
Liver,2.45393900642147,12,3.06600096117905,141,Liver
Lung,5.76436128645647,18,4.51084166972189,374,Lung
Muscle,0.0,2,0.581026108075288,469,Muscle
Nerve,0.163355255154735,3,1.4175636974126,331,Nerve
Ovary,0.128656009522028,3,1.29294271302468,110,Ovary
Pancreas,0.117304041153142,3,1.17657786885246,199,Pancreas
Pituitary,0.021222228346593,3,0.805875252638671,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.117304041153142,3,1.17072424761439,71,Salivary Gland
Skin,0.93549351024503,10,2.01641451388596,659,Skin
Small Intestine,2.45393900642147,10,3.71746562038692,103,Small Intestine
Spleen,5.76436128645647,23,3.63727029349551,118,Spleen
Stomach,0.0,1,0.533595405375265,206,Stomach
Testis,0.0,4,0.425717908223413,203,Testis
Thyroid,0.0559461949382788,2,0.974391609815701,360,Thyroid
Uterus,0.786328780307941,2,4.75384997516145,93,Uterus
Vagina,1.35538825806959,5,3.9219262295082,95,Vagina
